"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR10002677","WGS","PRJNA561080","https://www.ncbi.nlm.nih.gov/biosample/SAMN12606733","0.93","2017-06-21","0.2","Sweden","[59.19556,18.0144]","air metagenome"
"SRR14277861","WGS","PRJNA722771","https://www.ncbi.nlm.nih.gov/biosample/SAMN18792968","0.93","2017-06-30","0.23","Hong Kong","[22.284311,114.038233]","metagenome"
"SRR11734647","WGS","PRJNA629394","https://www.ncbi.nlm.nih.gov/biosample/SAMN14775401","0.91","2017-05-01","0.15","China","[22.53,113.99]","sediment metagenome"
"SRR15377964","WGS","PRJNA714922","https://www.ncbi.nlm.nih.gov/biosample/SAMN18647644","0.93","2018-08-01","0.2","USA","[44.2642,-86.1779]","soil metagenome"
"SRR16016050","OTHER","PRJNA765386","https://www.ncbi.nlm.nih.gov/biosample/SAMN21557305","0.92","2020-07-06","0.16","China","[""26 N 107 E""]","soil metagenome"
"SRR11921719","OTHER","PRJNA506850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14814584","0.9","2015-04-01","0.12","USA","[36.662639,-76.733972]","metagenome"
"SRR12667203","WGS","PRJNA654673","https://www.ncbi.nlm.nih.gov/biosample/SAMN15739245","0.93","2016-06-23","0.2","Switzerland","[47.1639,8.4969]","sediment metagenome"
"SRR12313352","WGS","PRJNA618158","https://www.ncbi.nlm.nih.gov/biosample/SAMN14503912","0.9","2018-12-07","0.11","USA","[33.1447,-81.4044]","sediment metagenome"
"SRR10686796","WGS","PRJNA594760","https://www.ncbi.nlm.nih.gov/biosample/SAMN13552565","0.92","NP","0.16","China","[21.1131,110.2259]","plant metagenome"
"SRR11970080","WGS","PRJNA636365","https://www.ncbi.nlm.nih.gov/biosample/SAMN15082883","0.93","2018-05-03","0.22","USA","[37.1976,-80.5823]","soil metagenome"
"SRR8203864","WGS","PRJNA505718","https://www.ncbi.nlm.nih.gov/biosample/SAMN10434122","0.9","2017-06-04","0.11","uncalculated","[""not applicable""]","soil metagenome"
"SRR6701317","WGS","PRJNA429692","https://www.ncbi.nlm.nih.gov/biosample/SAMN07507533","0.9","NP","0.11","China","[23.8,113.3]","human eye metagenome"
"SRR2546422","WGS","PRJNA297196","https://www.ncbi.nlm.nih.gov/biosample/SAMN04116729","0.91","2013-08-20","0.15","USA","[34.09,-118.43]","soil metagenome"
"ERR1700760","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521410","0.92","2012-03-12","0.19","USA","NP","soil metagenome"
"SRR12266085","OTHER","PRJNA647252","https://www.ncbi.nlm.nih.gov/biosample/SAMN15580192","0.92","2019-05-10","0.17","uncalculated","[""missing""]","soil metagenome"
"SRR14073719","WGS","PRJNA717057","https://www.ncbi.nlm.nih.gov/biosample/SAMN18477322","0.92","NP","0.18","uncalculated","[""missing""]","soil metagenome"
"SRR14373446","WGS","PRJNA689669","https://www.ncbi.nlm.nih.gov/biosample/SAMN18780058","0.92","2019-04-20","0.17","China","[23.3,102.64]","metagenome"
"SRR8489902","WGS","PRJNA517182","https://www.ncbi.nlm.nih.gov/biosample/SAMN10822081","0.95","2009-01-01","0.31","USA","[39.00097,-123.08297]","rhizosphere metagenome"
"SRR8382467","WGS","PRJNA512384","https://www.ncbi.nlm.nih.gov/biosample/SAMN10666996","0.9","2017-05-01","0.1","China","[40.73,120.02]","sediment metagenome"
"SRR12893724","WGS","PRJNA671748","https://www.ncbi.nlm.nih.gov/biosample/SAMN16550362","0.9","2017-07-07","0.11","Hong Kong","[22.370773,114.185103]","metagenome"
"ERR1700714","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521364","0.92","2011-09-16","0.17","USA","NP","soil metagenome"
"SRR11970114","WGS","PRJNA636365","https://www.ncbi.nlm.nih.gov/biosample/SAMN15082893","0.92","2018-05-03","0.17","USA","[37.1976,-80.5823]","soil metagenome"
"ERR5083211","WGS","PRJEB42399","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7776924","0.9","NP","0.1","Singapore","NP","metagenome"
"SRR13249343","OTHER","PRJNA684965","https://www.ncbi.nlm.nih.gov/biosample/SAMN17073327","0.92","2019-10-15","0.18","uncalculated","[""missing""]","soil metagenome"
"SRR14092361","OTHER","PRJNA718193","https://www.ncbi.nlm.nih.gov/biosample/SAMN18524903","0.93","2017-06-01","0.21","uncalculated","[""missing""]","sludge metagenome"
"SRR1184661","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00808731","0.94","NP","0.26","NP","NP","soil metagenome"
"SRR2090150","WGS","PRJNA288027","https://www.ncbi.nlm.nih.gov/biosample/SAMN03842428","0.91","2007-07-07","0.14","USA","[39.5369,-107.7828]","sediment metagenome"
"SRR7013854","WGS","PRJNA448190","https://www.ncbi.nlm.nih.gov/biosample/SAMN08867831","0.92","2013-07-01","0.19","Canada","[50.28,-107.8]","metagenome"
"SRR6448377","WGS","PRJNA405422","https://www.ncbi.nlm.nih.gov/biosample/SAMN07632164","0.9","2015-09-16","0.1","USA","[38.9777,-107.0022]","freshwater sediment metagenome"
"SRR15517656","WGA","PRJNA755741","https://www.ncbi.nlm.nih.gov/biosample/SAMN20841030","0.92","2019-10-15","0.16","China","[45.41,126.37]","rhizosphere metagenome"
"SRR1647212","WGA","PRJNA266117","https://www.ncbi.nlm.nih.gov/biosample/SAMN03159845","0.94","2014-02-25","0.26","uncalculated","[""NA""]","human skin metagenome"
"SRR9045816","WGS","PRJNA539530","https://www.ncbi.nlm.nih.gov/biosample/SAMN11532340","0.92","2016-05-12","0.17","USA","[43.8293,-69.8133]","sediment metagenome"
"ERR4878530","WGS","PRJEB41538","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7631538","0.9","NP","0.11","Germany","NP","metagenome"
"SRR9045814","WGS","PRJNA539527","https://www.ncbi.nlm.nih.gov/biosample/SAMN11530781","0.91","2015-09-21","0.15","USA","[43.8826,-69.6616]","sediment metagenome"
"SRR12640486","WGS","PRJNA633424","https://www.ncbi.nlm.nih.gov/biosample/SAMN16132116","0.93","2017-10-01","0.24","USA","[33.37,-114.19]","metagenome"
"SRR5195145","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06238992","0.95","2015-08-01","0.32","Australia","[-37.17,146.22]","rhizosphere metagenome"
"SRR11734642","WGS","PRJNA629394","https://www.ncbi.nlm.nih.gov/biosample/SAMN14775392","0.93","2017-05-01","0.22","China","[22.53,113.99]","sediment metagenome"
"ERR4586503","OTHER","PRJEB39267","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7305707","0.91","2018-10-19","0.12","Ireland","NP","food production metagenome"
"ERR4678649","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426349","0.9","2019-01-08","0.12","Spain","NP","wastewater metagenome"
"SRR8144084","WGS","PRJNA503328","https://www.ncbi.nlm.nih.gov/biosample/SAMN10181159","0.9","2017-05-01","0.1","Peru","[""not applicable""]","Bolivina spissa"
"SRR9711195","WGS","PRJNA539174","https://www.ncbi.nlm.nih.gov/biosample/SAMN11532580","0.9","2018-08-10","0.11","USA","[42.5488,-76.2662]","peat metagenome"
"SRR4027591","WGS","PRJNA336855","https://www.ncbi.nlm.nih.gov/biosample/SAMN05518500","0.9","2009-06-28","0.12","USA","[39.0042816,-77.1012173]","soil metagenome"
"SRR10168432","WGS","PRJNA573810","https://www.ncbi.nlm.nih.gov/biosample/SAMN12826203","0.93","2016-05-24","0.21","uncalculated","[-34.95,54.56]","sediment metagenome"
"SRR16123984","WGS","PRJNA767554","https://www.ncbi.nlm.nih.gov/biosample/SAMN21907795","0.93","2018-10-01","0.21","USA","[38.541763,-121.875162]","soil metagenome"
"SRR17656812","WGS","PRJNA797856","https://www.ncbi.nlm.nih.gov/biosample/SAMN25037262","0.92","2021-02-25","0.18","NP","NP","plastic metagenome"
"SRR3985527","WGS","PRJNA330296","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422055","0.91","2012-10-08","0.12","USA","[71.2999,-156.61]","peat metagenome"
"SRR5207247","WGS","PRJNA365704","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264634","0.92","2014-09-29","0.18","USA","[39.7392,-123.6308]","soil metagenome"
"SRR6182195","WGS","PRJNA406767","https://www.ncbi.nlm.nih.gov/biosample/SAMN07631763","0.91","2014-07-28","0.13","USA","[47.1149,-88.5476]","wetland metagenome"
"SRR14640482","WGS","PRJNA732600","https://www.ncbi.nlm.nih.gov/biosample/SAMN19328044","0.9","2020-01-10","0.12","India","[20.9517,85.0985]","rhizosphere metagenome"
"SRR12002722","WGS","PRJNA638794","https://www.ncbi.nlm.nih.gov/biosample/SAMN15207663","0.93","2017-12-15","0.22","Singapore","[1.3453,103.6797]","air metagenome"
"SRR12695124","WGS","PRJNA634918","https://www.ncbi.nlm.nih.gov/biosample/SAMN16241512","0.91","2013-06-16","0.14","USA","[64.8,-147.9]","bog metagenome"
"SRR12893959","WGS","PRJNA671748","https://www.ncbi.nlm.nih.gov/biosample/SAMN16550151","0.91","2017-07-10","0.15","Hong Kong","[22.275615,114.168954]","metagenome"
"SRR7595572","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN07483641","0.9","2014-10-15","0.11","Australia","[-24.83835,147.781349]","soil metagenome"
"SRR13455289","OTHER","PRJNA692995","https://www.ncbi.nlm.nih.gov/biosample/SAMN17373746","0.92","2019-04-23","0.18","China","[""44 N 125 E""]","soil metagenome"
"SRR11913475","WGA","PRJNA636289","https://www.ncbi.nlm.nih.gov/biosample/SAMN15070690","0.91","2019-01-01","0.14","Sweden","[59.82279,17.655101]","skin metagenome"
"SRR7013838","WGS","PRJNA448190","https://www.ncbi.nlm.nih.gov/biosample/SAMN08867839","0.94","2013-07-01","0.25","Canada","[50.28,-107.8]","metagenome"
"SRR12002711","WGS","PRJNA638794","https://www.ncbi.nlm.nih.gov/biosample/SAMN15207673","0.93","2017-12-15","0.24","Singapore","[1.3453,103.6797]","air metagenome"
"SRR14689455","WGS","PRJNA781406","https://www.ncbi.nlm.nih.gov/biosample/SAMN19433702","0.91","2019-02-23","0.15","New Zealand","[-43.41,170.4]","metagenome"
"SRR13443319","WGS","PRJNA688583","https://www.ncbi.nlm.nih.gov/biosample/SAMN17302197","0.9","2019-06-04","0.12","USA","[""not applicable""]","soil metagenome"
"SRR7186607","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934536","0.92","2013-09-01","0.19","China","[34.16,108.4]","root metagenome"
"SRR1631062","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025571","0.91","2013-01-16","0.14","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR1631057","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN03025571","0.91","2013-01-16","0.14","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR16798008","WGS","PRJNA777435","https://www.ncbi.nlm.nih.gov/biosample/SAMN22876309","0.91","NP","0.14","Spain","[43.03,-8.08]","metagenome"
"SRR7042338","WGS","PRJNA449266","https://www.ncbi.nlm.nih.gov/biosample/SAMN08902884","0.94","2014-09-03","0.25","USA","[39.74,-123.63]","soil metagenome"
"ERR1353138","WGS","PRJEB13142","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3905792","0.93","NP","0.2","USA","NP","metagenome"
"SRR12444882","OTHER","PRJNA626576","https://www.ncbi.nlm.nih.gov/biosample/SAMN15808769","0.95","2016-08-20","0.33","China","[29.22,86.31]","soil metagenome"
"SRR5195118","WGS","PRJNA362455","https://www.ncbi.nlm.nih.gov/biosample/SAMN06239019","0.94","2015-10-01","0.27","South Africa","[-24.36,30.72]","rhizosphere metagenome"
"SRR7151621","WGS","PRJNA386568","https://www.ncbi.nlm.nih.gov/biosample/SAMN07125030","0.91","2012-06-03","0.13","Sweden","[68.3533,19.0466]","peat metagenome"
"SRR10002777","WGS","PRJNA561080","https://www.ncbi.nlm.nih.gov/biosample/SAMN12606691","0.92","2017-08-21","0.19","United Kingdom","[51.56498,-0.10543]","air metagenome"
"SRR7188523","OTHER","PRJNA422759","https://www.ncbi.nlm.nih.gov/biosample/SAMN09217716","0.91","NP","0.15","China","[40.03,116.28]","soil metagenome"
"SRR8661649","EST","PRJNA524791","https://www.ncbi.nlm.nih.gov/biosample/SAMN11039082","0.9","2018-07-16","0.11","China","[31.83,119.32]","Atractylodes lancea"
"ERR2683248","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777505","0.91","2017-06-09","0.13","USA","NP","wastewater metagenome"
"SRR13213242","WCS","PRJNA506850","https://www.ncbi.nlm.nih.gov/biosample/SAMN17020165","0.91","2016-06-01","0.13","USA","[37.20023629,-80.56444913]","soil metagenome"
"SRR10968271","WGS","PRJNA567019","https://www.ncbi.nlm.nih.gov/biosample/SAMN12794337","0.91","2018-06-26","0.13","USA","[64.9141,-147.8348]","peat metagenome"
"SRR12721350","WGA","PRJNA666015","https://www.ncbi.nlm.nih.gov/biosample/SAMN16276742","0.91","2017-07-01","0.13","China","[26.14,105.42]","soil metagenome"
"SRR5580692","WGS","PRJNA375314","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343842","0.93","NP","0.21","USA","[""missing""]","soil metagenome"
"SRR9852219","WGS","PRJNA556302","https://www.ncbi.nlm.nih.gov/biosample/SAMN12347495","0.9","2014-05-01","0.11","China","[32.22,118.75]","activated sludge metagenome"
"SRR13790057","WGS","PRJNA699281","https://www.ncbi.nlm.nih.gov/biosample/SAMN17617243","0.92","NP","0.17","USA","[41.73,-72.79]","metagenome"
"SRR17012563","WGS","PRJNA782751","https://www.ncbi.nlm.nih.gov/biosample/SAMN23393997","0.91","2019-08-09","0.14","USA","[46.97,-118.62]","soil metagenome"
"SRR11051957","WGS","PRJNA605576","https://www.ncbi.nlm.nih.gov/biosample/SAMN14071560","0.91","NP","0.15","China","[28.68,121.43]","soil metagenome"
"SRR16016014","OTHER","PRJNA765386","https://www.ncbi.nlm.nih.gov/biosample/SAMN21557301","0.91","2019-07-09","0.14","China","[""40 N 94 E""]","soil metagenome"
"ERR3192248","WGS","PRJEB31530","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5394384","0.91","NP","0.14","NP","NP","Arabidopsis thaliana"
"SRR7026341","WGS","PRJNA443193","https://www.ncbi.nlm.nih.gov/biosample/SAMN08779178","0.9","2016-08-07","0.11","USA","[38.9228,-106.9541]","soil metagenome"
"SRR5919015","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN04874253","0.91","2014-01-23","0.15","Australia","[-33.659823,150.265414]","soil metagenome"
"SRR14932486","WGS","PRJNA509305","https://www.ncbi.nlm.nih.gov/biosample/SAMN19518123","0.9","2015-04-11","0.12","South Africa","[-25.5355,28.4527]","activated sludge metagenome"
"SRR4289292","OTHER","PRJNA343355","https://www.ncbi.nlm.nih.gov/biosample/SAMN05786383","0.92","2015-09-30","0.17","China","[36.02,108.32]","soil metagenome"
"SRR9852176","WGS","PRJNA556302","https://www.ncbi.nlm.nih.gov/biosample/SAMN12347497","0.9","2014-07-01","0.12","China","[32.22,118.75]","activated sludge metagenome"
"ERR2683238","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777495","0.94","2017-06-17","0.29","Tanzania","NP","wastewater metagenome"
"SRR8863102","WGS","PRJNA518302","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864270","0.94","2017-08-16","0.25","USA","[45.5468,-122.376]","soil metagenome"
"SRR12632056","WGS","PRJNA661164","https://www.ncbi.nlm.nih.gov/biosample/SAMN16073651","0.92","2019-10-30","0.16","Israel","[32.778757,35.47544]","metagenome"
"SRR16123971","WGS","PRJNA767554","https://www.ncbi.nlm.nih.gov/biosample/SAMN21907807","0.91","2018-10-01","0.15","USA","[38.540611,-121.870682]","soil metagenome"
"SRR12149288","WGS","PRJNA644244","https://www.ncbi.nlm.nih.gov/biosample/SAMN15455284","0.9","2019-09-05","0.12","China","[""Not applicable""]","metagenome"
"SRR14962753","WGA","PRJNA741999","https://www.ncbi.nlm.nih.gov/biosample/SAMN19918394","0.92","2019-07-28","0.16","Pakistan","[35.41,75.75]","soil metagenome"
"SRR3452800","WGA","PRJNA303119","https://www.ncbi.nlm.nih.gov/biosample/SAMN04286069","0.92","2013-04-15","0.17","China","[""none""]","biocrust metagenome"
"SRR5270351","WGS","PRJNA366986","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267901","0.92","NP","0.18","USA","[37.931388,-122.021761]","rhizosphere metagenome"
"SRR11482394","WGS","PRJNA623064","https://www.ncbi.nlm.nih.gov/biosample/SAMN14538537","0.96","NP","0.44","Bulgaria","[""not collected""]","dust metagenome"
"SRR11051941","WGS","PRJNA605576","https://www.ncbi.nlm.nih.gov/biosample/SAMN14071592","0.91","NP","0.13","China","[28.68,121.43]","soil metagenome"
"ERR2697165","OTHER","PRJEB27666","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4787237","0.91","2017-05-10","0.12","China","NP","metagenome"
"SRR14373476","WGS","PRJNA689669","https://www.ncbi.nlm.nih.gov/biosample/SAMN18779895","0.92","2019-04-20","0.18","China","[23.42,102.26]","metagenome"
"SRR3977136","WGS","PRJNA330074","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422184","0.91","2011-09-15","0.12","USA","[38.88,-120.64]","soil metagenome"
"SRR5437870","WGS","PRJNA365710","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264632","0.92","2014-09-29","0.19","USA","[39.7392,-123.6308]","soil metagenome"
"SRR10695397","WGS","PRJNA595820","https://www.ncbi.nlm.nih.gov/biosample/SAMN13567781","0.91","2017-10-01","0.13","China","[23.8297,104.1036]","soil metagenome"
"SRR11829109","WGS","PRJNA634398","https://www.ncbi.nlm.nih.gov/biosample/SAMN14995780","0.92","2018-09-01","0.16","China","[36.13,120.5]","soil metagenome"
"SRR13021854","WGS","PRJNA651498","https://www.ncbi.nlm.nih.gov/biosample/SAMN15721135","0.9","2018-08-14","0.12","USA","[47.5056,-93.4534]","peat metagenome"
"SRR13122805","WGS","PRJNA680010","https://www.ncbi.nlm.nih.gov/biosample/SAMN16869650","0.96","NP","0.38","China","[""missing""]","marine metagenome"
"SRR14844111","WGS","PRJNA724996","https://www.ncbi.nlm.nih.gov/biosample/SAMN19687749","0.9","2019-04-19","0.12","uncalculated","[16.977517,112.309883]","metagenome"
"SRR12113422","WGS","PRJNA640378","https://www.ncbi.nlm.nih.gov/biosample/SAMN15319620","0.93","2018-06-06","0.2","USA","[37.661915,-121.114554]","groundwater metagenome"
"SRR14536363","WGA","PRJNA726355","https://www.ncbi.nlm.nih.gov/biosample/SAMN18928394","0.9","2018-12-11","0.11","China","[32.02,118.500067]","rhizosphere metagenome"
"SRR14689445","WGS","PRJNA781406","https://www.ncbi.nlm.nih.gov/biosample/SAMN19433711","0.92","2019-09-17","0.18","Russia","[43.12,42.41]","metagenome"
"SRR5205823","WGS","PRJNA365696","https://www.ncbi.nlm.nih.gov/biosample/SAMN06266479","0.93","2014-09-27","0.23","USA","[39.7392,-123.6308]","soil metagenome"
"SRR8552837","WGS","PRJNA518552","https://www.ncbi.nlm.nih.gov/biosample/SAMN10863953","0.93","2017-03-07","0.24","USA","[38.9206,-106.9489]","soil metagenome"
"SRR10769895","WGS","PRJNA591725","https://www.ncbi.nlm.nih.gov/biosample/SAMN13474928","0.95","2017-07-01","0.32","China","[""not collected""]","wastewater metagenome"
"SRR13787000","WGS","PRJNA504043","https://www.ncbi.nlm.nih.gov/biosample/SAMN18061108","0.92","2017-06-07","0.16","USA","[47.16,-94.23]","metagenome"
"SRR17938977","WGS","PRJNA804379","https://www.ncbi.nlm.nih.gov/biosample/SAMN25740218","0.93","2021-10-23","0.22","Russia","[55.01,83.47]","soil metagenome"
"SRR3182279","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04359778","0.91","2014-01-24","0.13","USA","[38.984652,-77.094709]","human skin metagenome"
"SRR9691032","WGS","PRJNA554750","https://www.ncbi.nlm.nih.gov/biosample/SAMN12283003","0.91","2013-09-30","0.14","China","[27.7,100.86]","soil metagenome"
"ERR1700729","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521379","0.91","2011-07-07","0.15","Canada","NP","soil metagenome"
"SRR10034961","OTHER","PRJNA562849","https://www.ncbi.nlm.nih.gov/biosample/SAMN12657058","0.93","2017-09-26","0.2","Sweden","[55.38,13.4]","soil metagenome"
"SRR10938829","OTHER","PRJNA602301","https://www.ncbi.nlm.nih.gov/biosample/SAMN13887725","0.9","2014-08-01","0.12","Israel","[31.605,34.791]","root metagenome"
"ERR3200796","WGS","PRJEB31441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5382941","0.92","NP","0.17","NP","NP","uncultured bacterium"
"SRR8100028","WGS","PRJNA497915","https://www.ncbi.nlm.nih.gov/biosample/SAMN10280992","0.91","2015-11-30","0.12","USA","[21.5416,-158.0875]","soil metagenome"
"SRR6202451","WGS","PRJNA366749","https://www.ncbi.nlm.nih.gov/biosample/SAMN06268668","0.91","2011-07-03","0.14","Canada","[49.08,-89.38]","soil metagenome"
"ERR1353017","WGS","PRJEB13142","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3905794","0.92","NP","0.18","USA","NP","metagenome"
"SRR13766726","OTHER","PRJNA704180","https://www.ncbi.nlm.nih.gov/biosample/SAMN18030206","0.92","2019-10-15","0.16","China","[30.7,120.39]","soil metagenome"
"SRR3182095","WGS","PRJNA46333","https://www.ncbi.nlm.nih.gov/biosample/SAMN04359768","0.92","2014-01-24","0.18","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR1726841","WGS","PRJEB4352","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2656991","0.9","NP","0.11","NP","NP","marine metagenome"
"SRR15166931","RNA-Seq","PRJNA746497","https://www.ncbi.nlm.nih.gov/biosample/SAMN20209055","0.92","2017-06-03","0.16","Canada","[81.8484,-70.83849]","soil metagenome"
"SRR13434396","WGS","PRJNA579838","https://www.ncbi.nlm.nih.gov/biosample/SAMN13134312","0.92","NP","0.18","USA","[38.923239,-106.950876]","freshwater metagenome"
"ERR1700708","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521358","0.91","2011-09-16","0.14","USA","NP","soil metagenome"
"ERR4179391","WGS","PRJEB38505","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6862455","0.9","NP","0.11","NP","NP","Peltigera polydactylon"
"ERR4682857","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428499","0.95","2018-07-07","0.35","uncalculated","NP","wastewater metagenome"
"ERR6196079","WGS","PRJEB39861","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8950106","0.91","NP","0.13","United Kingdom","NP","metagenome"
"SRR16472922","WGS","PRJNA771937","https://www.ncbi.nlm.nih.gov/biosample/SAMN22350777","0.92","2019-04-01","0.15","China","[31.39,121.51]","sediment metagenome"
"SRR16123969","WGS","PRJNA767554","https://www.ncbi.nlm.nih.gov/biosample/SAMN21907773","0.91","2018-07-01","0.15","USA","[38.545045,-121.875957]","soil metagenome"
"ERR4392722","WGS","PRJEB39497","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7090485","0.9","NP","0.12","USA","NP","soil metagenome"
"ERR3641482","OTHER","PRJEB35194","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6155555","0.91","2017-05-10","0.14","China","NP","metagenome"
"ERR4678685","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426385","0.95","2018-11-17","0.38","Democratic Republic of the Congo","NP","wastewater metagenome"
"ERR2683247","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777504","0.9","2017-06-09","0.12","United Kingdom","NP","wastewater metagenome"
"SRR7026374","WGS","PRJNA443195","https://www.ncbi.nlm.nih.gov/biosample/SAMN08777502","0.91","2016-08-06","0.12","USA","[38.8825,-106.9105]","soil metagenome"
"SRR10389008","WGS","PRJNA571617","https://www.ncbi.nlm.nih.gov/biosample/SAMN12812486","0.96","2014-10-27","0.42","USA","[42.673,-77.032]","soil metagenome"
"SRR10932011","WGS","PRJNA230567","https://www.ncbi.nlm.nih.gov/biosample/SAMN13895696","0.93","NP","0.2","Luxembourg","[49.5143,6.018]","bioreactor metagenome"
"SRR10585505","WGS","PRJNA593573","https://www.ncbi.nlm.nih.gov/biosample/SAMN13481427","0.9","2018-10-02","0.1","Singapore","[1.42,103.7]","soil metagenome"
"SRR13249350","OTHER","PRJNA684965","https://www.ncbi.nlm.nih.gov/biosample/SAMN17073321","0.92","2019-10-15","0.19","uncalculated","[""missing""]","gut metagenome"
"SRR8697255","WGS","PRJNA522277","https://www.ncbi.nlm.nih.gov/biosample/SAMN10925997","0.91","2014-05-01","0.13","Italy","[42.64,10.12]","cold seep metagenome"
"ERR687894","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113582","0.93","2012-11-07","0.23","Australia","NP","soil metagenome"
"SRR9020977","WGS","PRJNA539553","https://www.ncbi.nlm.nih.gov/biosample/SAMN11533331","0.92","2016-10-21","0.17","Sweden","[68.3532,19.0469]","peat metagenome"
"ERR4878531","WGS","PRJEB41538","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7631539","0.9","NP","0.11","Germany","NP","metagenome"
"SRR15377945","WGS","PRJNA714922","https://www.ncbi.nlm.nih.gov/biosample/SAMN18647658","0.91","2018-08-01","0.13","USA","[44.3101,-85.896583]","soil metagenome"
"SRR13695319","WGS","PRJNA697698","https://www.ncbi.nlm.nih.gov/biosample/SAMN17676001","0.93","2018-11-27","0.23","USA","[40.5885,-105.1479]","air metagenome"
"SRR10002866","WGS","PRJNA561080","https://www.ncbi.nlm.nih.gov/biosample/SAMN12606668","0.93","2017-06-22","0.23","USA","[40.751776,-73.976848]","air metagenome"
"SRR1511002","WGS","PRJNA254830","https://www.ncbi.nlm.nih.gov/biosample/SAMN02905599","0.9","2012-11-20","0.1","USA","[35.904411,83.953801]","plant metagenome"
"ERR5385025","WGS","PRJEB30847","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8103255","0.91","2017-10-17","0.13","United Kingdom","NP","Hordeum vulgare"
"SRR17548784","WGS","PRJNA604820","https://www.ncbi.nlm.nih.gov/biosample/SAMN21207571","0.9","2019-02-05","0.1","USA","[38.984652,-77.094709]","human skin metagenome"
"ERR3675775","WGS","PRJEB31632","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6241448","0.92","NP","0.19","NP","NP","metagenome"
"ERR671916","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113582","0.93","2012-11-07","0.24","Australia","NP","soil metagenome"
"SRR8821140","WGS","PRJNA317932","https://www.ncbi.nlm.nih.gov/biosample/SAMN07483725","0.91","2014-11-13","0.13","Australia","[-42.40319,147.01244]","soil metagenome"
"SRR11476867","WGA","PRJNA614930","https://www.ncbi.nlm.nih.gov/biosample/SAMN14520713","0.91","2018-04-24","0.14","Germany","[50.15613,6.888779]","wood decay metagenome"
"SRR7756479","WGS","PRJNA436039","https://www.ncbi.nlm.nih.gov/biosample/SAMN08611621","0.94","2016-05-09","0.27","Singapore","[1.3453,103.6797]","air metagenome"
"ERR3209775","WGS","PRJEB31632","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5410034","0.9","NP","0.11","NP","NP","metagenome"
"ERR4691712","WGS","PRJEB4352","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2622697","0.9","NP","0.11","NP","NP","marine metagenome"
