sample,Representative following Dereplication at 99% ANI,AntiSMASH_Results_Directory,Assembly_Path,GTDB_Taxonomy,Domain,Phylum,Class,Order,Family,Genus,Species
LK1224,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1224/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1224_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1231,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1231/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1231_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1237,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1237/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1237_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria marina,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina
LK1239,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1239/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1239_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1246,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1246/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1246_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria palustris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria palustris
LK1250,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1250/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1250_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria marina,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina
LK1252,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1252/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1252_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter hominis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter hominis
LK1255,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1255/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1255_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis
LK1257,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1257/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1257_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter vaginalis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis
LK1263,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1263/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1263_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia kristinae,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia kristinae
LK1270,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1270/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1270_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1274,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1274/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1274_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1275,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1275/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1275_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1277,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1277/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1277_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia cinnamea
LK1278,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1278/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1278_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cinnamea,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia cinnamea
LK1279,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1279/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1279_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter;s__Pseudoclavibacter alba,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter alba
LK1289,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1289/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1289_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium spp.
LK1301,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1301/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1301_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium casei,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei
LK1302,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1302/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1302_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
LK1306,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1306/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1306_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1311,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1311/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1311_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium enclense_A,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium enclense_A
LK1330,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1330/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1330_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1334,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1334/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1334_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1335,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1335/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1335_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1337,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1337/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1337_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium spp.
LK1346,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1346/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1346_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1347,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1347/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1347_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudoglutamicibacter;s__Pseudoglutamicibacter cumminsii_A,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Pseudoglutamicibacter,Pseudoglutamicibacter cumminsii_A
LK1348,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1348/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1348_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium appendicis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium appendicis
LK1350,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1350/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1350_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
LK1351,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1351/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1351_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter;s__Dermabacter hominis,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter hominis
LK1352,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1352/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1352_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium spp.
LK1358,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1358/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1358_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium spp.
LK1362,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1362/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1362_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1363,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1363/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1363_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium casei,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei
LK1366,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1366/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1366_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK1379,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1379/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1379_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1380,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1380/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1380_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1382,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1382/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1382_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1383,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1383/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1383_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1384,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1384/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1384_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1386,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1386/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1386_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus abyssi,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Dermacoccus,Dermacoccus abyssi
LK1390,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1390/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1390_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1393,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1393/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK1393_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK1404,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK1404/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK1404_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium muris,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
LK402,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK402/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200412_LK402_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK405,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK405/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK405_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
LK408,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK408/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK408_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK409,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK409/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK409_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK411,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK411/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200421_LK411_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sanguinis,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sanguinis
LK413,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK413/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/201026_LK413_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri
LK417,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK417/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200412_LK417_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
LK419,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK419/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200402_LK419_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK421,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK421/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/210201_LK421_assembly.fasta,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium daejeonense,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium daejeonense
LK426,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK426/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200412_LK426_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
LK428,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK428/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200330_LK428_assembly.fasta,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
LK430,Yes,/researchdrive_files/Sequencing_Data/bacterial_genomes/antismash_6/skin_microbiome_study/LK430/,/researchdrive_files/Sequencing_Data/bacterial_genomes/assemblies_wo_short_contigs/200327_LK430_assembly.fasta,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
