"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR11614243","WGS","PRJNA620822","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510872","0.94","2017-07-17","0.26","USA","[26.6541,-80.6298]","soil metagenome"
"SRR8863101","WGS","PRJNA518303","https://www.ncbi.nlm.nih.gov/biosample/SAMN10863957","0.93","2017-08-16","0.2","USA","[45.6996,-121.669]","soil metagenome"
"SRR13958305","WGS","PRJNA695572","https://www.ncbi.nlm.nih.gov/biosample/SAMN18253906","0.91","2018-06-15","0.13","China","[39.9042,116.4074]","sediment metagenome"
"SRR988096","WGS","PRJNA219368","https://www.ncbi.nlm.nih.gov/biosample/SAMN02354096","0.91","2010-10-01","0.13","USA","[34.975667,-97.519]","soil metagenome"
"SRR11678565","WGS","PRJNA621560","https://www.ncbi.nlm.nih.gov/biosample/SAMN14515329","0.92","2017-06-07","0.19","USA","[38.7384,-120.4045]","soil metagenome"
"SRR8863357","WGS","PRJNA518589","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864067","0.91","2017-08-16","0.15","USA","[46.6992,-120.899]","root metagenome"
"SRR9952633","WGS","PRJNA556841","https://www.ncbi.nlm.nih.gov/biosample/SAMN12368157","0.92","2017-05-22","0.17","Canada","[81.8415,-70.85175]","freshwater sediment metagenome"
"SRR12282714","WGS","PRJNA647185","https://www.ncbi.nlm.nih.gov/biosample/SAMN15578160","0.92","2018-09-01","0.18","China","[""not collected""]","soil metagenome"
"SRR14373538","WGS","PRJNA689669","https://www.ncbi.nlm.nih.gov/biosample/SAMN18780070","0.91","2019-06-16","0.15","China","[23.3,102.75]","metagenome"
"SRR14610238","WGS","PRJNA731554","https://www.ncbi.nlm.nih.gov/biosample/SAMN19290627","0.9","2014-09-26","0.1","Singapore","[1.332452,103.755456]","wastewater metagenome"
"SRR10613532","WGS","PRJNA486429","https://www.ncbi.nlm.nih.gov/biosample/SAMN13518631","0.91","NP","0.15","China","[40.0047,116.3261]","air metagenome"
"SRR17295755","OTHER","PRJNA789701","https://www.ncbi.nlm.nih.gov/biosample/SAMN24146842","0.9","2020-02-08","0.1","uncalculated","[""not collected""]","rhizosphere metagenome"
"SRR8987900","WGS","PRJNA534094","https://www.ncbi.nlm.nih.gov/biosample/SAMN11468300","0.9","2012-04-01","0.11","Mexico","[27.22,-109.55]","soil metagenome"
"SRR8797211","OTHER","PRJNA529508","https://www.ncbi.nlm.nih.gov/biosample/SAMN11253249","0.9","2015-12-19","0.11","uncalculated","[""missing""]","activated sludge metagenome"
"SRR12264188","OTHER","PRJNA647129","https://www.ncbi.nlm.nih.gov/biosample/SAMN15547819","0.9","2018-09-28","0.1","China","[43.94,81.18]","soil metagenome"
"SRR1153387","WGS","PRJNA236429","https://www.ncbi.nlm.nih.gov/biosample/SAMN02614525","0.93","2011-12-01","0.21","USA","[40.075,-88.242]","soil metagenome"
"SRR16472903","WGS","PRJNA771937","https://www.ncbi.nlm.nih.gov/biosample/SAMN22350794","0.9","2019-09-01","0.12","China","[21.62,109.02]","sediment metagenome"
"SRR13249344","OTHER","PRJNA684965","https://www.ncbi.nlm.nih.gov/biosample/SAMN17073309","0.9","2019-10-15","0.11","uncalculated","[""missing""]","gut metagenome"
"SRR14689484","WGS","PRJNA781406","https://www.ncbi.nlm.nih.gov/biosample/SAMN19433731","0.91","2020-07-07","0.15","Switzerland","[46.23,9.5]","metagenome"
"SRR9994093","WGS","PRJNA560333","https://www.ncbi.nlm.nih.gov/biosample/SAMN12597518","0.91","2017-10-01","0.15","China","[28.2097,112.6975]","rhizoplane metagenome"
"SRR7042392","WGS","PRJNA449266","https://www.ncbi.nlm.nih.gov/biosample/SAMN08902857","0.91","2014-09-27","0.13","USA","[39.74,-123.63]","soil metagenome"
"ERR1981056","WGS","PRJEB20855","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104075888","0.9","2016-01-22","0.1","United Kingdom","NP","anaerobic digester metagenome"
"SRR13760677","CLONE","PRJNA700129","https://www.ncbi.nlm.nih.gov/biosample/SAMN17836973","0.9","2020-06-07","0.12","uncalculated","[36.78,115.94]","soil metagenome"
"SRR404119","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00780327","0.94","NP","0.27","NP","NP","soil metagenome"
"SRR16123972","WGS","PRJNA767554","https://www.ncbi.nlm.nih.gov/biosample/SAMN21907806","0.93","2018-10-01","0.2","USA","[38.540611,-121.870682]","soil metagenome"
"SRR14699975","WGA","PRJNA680430","https://www.ncbi.nlm.nih.gov/biosample/SAMN16453535","0.93","2014-09-01","0.22","China","[22.497917,114.02945]","marine sediment metagenome"
"SRR5817590","WGS","PRJNA338276","https://www.ncbi.nlm.nih.gov/biosample/SAMN05893009","0.92","2015-08-01","0.18","USA","[41.382783,-82.51465]","wetland metagenome"
"ERR671923","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113579","0.91","2012-11-13","0.15","Australia","NP","soil metagenome"
"SRR7186606","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934536","0.91","2013-09-01","0.15","China","[34.16,108.4]","root metagenome"
"SRR7151595","WGS","PRJNA386568","https://www.ncbi.nlm.nih.gov/biosample/SAMN07124951","0.9","2011-08-16","0.12","Sweden","[68.3533,19.0466]","peat metagenome"
"SRR5499433","WGS","PRJNA375519","https://www.ncbi.nlm.nih.gov/biosample/SAMN06344125","0.9","2014-10-27","0.1","Panama","[9.1086,-79.8436]","soil metagenome"
"ERR4682839","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428481","0.91","2018-07-07","0.13","uncalculated","NP","wastewater metagenome"
"SRR5207244","WGS","PRJNA365699","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264648","0.92","2014-09-27","0.16","USA","[39.7392,-123.6308]","soil metagenome"
"SRR8881341","WGS","PRJNA531779","https://www.ncbi.nlm.nih.gov/biosample/SAMN11382429","0.92","2018-11-11","0.18","USA","[26.5065,-80.2537]","wetland metagenome"
"SRR11823711","WGS","PRJNA634262","https://www.ncbi.nlm.nih.gov/biosample/SAMN14987866","0.9","2018-07-11","0.11","China","[44.18,86.02]","soil metagenome"
"SRR12473538","WGS","PRJNA657906","https://www.ncbi.nlm.nih.gov/biosample/SAMN15851669","0.9","2017-05-10","0.11","Israel","[30.405,34.94916667]","biocrust metagenome"
"SRR14569941","WGS","PRJNA730325","https://www.ncbi.nlm.nih.gov/biosample/SAMN19228510","0.9","2019-07-18","0.11","uncalculated","[""missing""]","soil metagenome"
"SRR13312977","WGS","PRJNA682830","https://www.ncbi.nlm.nih.gov/biosample/SAMN17022158","0.91","2019-08-19","0.15","USA","[""missing""]","soil metagenome"
"SRR12738822","WGA","PRJNA664890","https://www.ncbi.nlm.nih.gov/biosample/SAMN16229708","0.9","2016-04-04","0.1","Israel","[31.9927,34.8172]","root metagenome"
"SRR6869392","WGA","PRJNA438384","https://www.ncbi.nlm.nih.gov/biosample/SAMN08714533","0.9","NP","0.1","uncalculated","[""not applicable""]","biofilm metagenome"
"SRR9694540","WGS","PRJNA533040","https://www.ncbi.nlm.nih.gov/biosample/SAMN12282894","0.9","2015-04-01","0.12","United Kingdom","[52.6322959,1.1841943]","soil metagenome"
"SRR9048316","WGS","PRJNA542423","https://www.ncbi.nlm.nih.gov/biosample/SAMN11621477","0.9","2018-05-02","0.11","Norway","[59.91546,10.73209]","air metagenome"
"SRR16016038","OTHER","PRJNA765386","https://www.ncbi.nlm.nih.gov/biosample/SAMN21557316","0.91","2020-07-13","0.13","China","[""31 N 98 E""]","soil metagenome"
"SRR11567539","OTHER","PRJNA626373","https://www.ncbi.nlm.nih.gov/biosample/SAMN14639002","0.91","2018-02-01","0.13","Puerto Rico","[18.260417,-66.030557]","freshwater sediment metagenome"
"SRR4027571","WGS","PRJNA336855","https://www.ncbi.nlm.nih.gov/biosample/SAMN05518500","0.9","2009-06-28","0.11","USA","[39.0042816,-77.1012173]","soil metagenome"
"SRR5747470","WGS","PRJNA365161","https://www.ncbi.nlm.nih.gov/biosample/SAMN06264412","0.9","2015-07-05","0.11","USA","[36.42,-115.74]","groundwater metagenome"
"SRR3624126","WGS","PRJNA324090","https://www.ncbi.nlm.nih.gov/biosample/SAMN05194629","0.9","2015-08-19","0.12","USA","[28.11,-81.79]","rhizosphere metagenome"
"DRR101458","WGS","PRJDB6359","https://www.ncbi.nlm.nih.gov/biosample/SAMD00093655","0.9","NP","0.11","China","[32.479787,119.136439]","soil metagenome"
"ERR712371","WGS","PRJEB8087","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3180046","0.91","2010-12-12","0.13","Denmark","NP","wastewater metagenome"
"SRR5512136","WGS","PRJNA385547","https://www.ncbi.nlm.nih.gov/biosample/SAMN06858852","0.9","2014-06-01","0.11","China","[23.1295,102.74125]","soil metagenome"
"SRR12738824","WGA","PRJNA664890","https://www.ncbi.nlm.nih.gov/biosample/SAMN16229706","0.9","2016-04-04","0.12","Israel","[31.9927,34.8172]","rhizosphere metagenome"
"ERR4678690","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426390","0.9","2018-12-18","0.12","Democratic Republic of the Congo","NP","wastewater metagenome"
"SRR9021703","WGS","PRJNA539583","https://www.ncbi.nlm.nih.gov/biosample/SAMN11533248","0.94","2016-10-24","0.25","USA","[38.5,-121.7]","rhizosphere metagenome"
"SRR13837106","WGS","PRJNA664514","https://www.ncbi.nlm.nih.gov/biosample/SAMN18114828","0.93","2017-10-01","0.21","USA","[34.05,-114.3]","soil metagenome"
"SRR12825422","WGS","PRJNA668816","https://www.ncbi.nlm.nih.gov/biosample/SAMN16424709","0.92","2018-11-12","0.19","New Zealand","[-36.550667,174.65225]","sediment metagenome"
"SRR14454012","WGS","PRJNA725617","https://www.ncbi.nlm.nih.gov/biosample/SAMN18896318","0.91","2019-07-09","0.15","China","[40,116.39]","leaf metagenome"
"SRR6960539","WGS","PRJNA443724","https://www.ncbi.nlm.nih.gov/biosample/SAMN08778865","0.9","2012-05-04","0.12","Sweden","[68.35,19.05]","permafrost metagenome"
"SRR11615312","WGS","PRJNA620826","https://www.ncbi.nlm.nih.gov/biosample/SAMN14510894","0.93","2017-12-05","0.23","USA","[26.6539,-80.6288]","soil metagenome"
"SRR12917226","WGS","PRJNA653697","https://www.ncbi.nlm.nih.gov/biosample/SAMN15739576","0.92","2017-05-02","0.16","USA","[41.8725,-89.3578]","soil metagenome"
"SRR6307338","WGS","PRJNA419081","https://www.ncbi.nlm.nih.gov/biosample/SAMN08042462","0.91","2014-01-11","0.13","Chile","[-55.10815,-67.62295]","peat metagenome"
"SRR13708135","WGS","PRJNA701786","https://www.ncbi.nlm.nih.gov/biosample/SAMN17911231","0.91","2019-07-01","0.15","China","[36.11,117.08]","soil metagenome"
"SRR6917468","WGS","PRJNA445836","https://www.ncbi.nlm.nih.gov/biosample/SAMN08802843","0.9","2014-09-20","0.1","China","[34.56,112.58]","metagenome"
"SRR7186469","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934524","0.9","2013-09-01","0.12","China","[34.16,108.4]","root metagenome"
"SRR7042358","WGS","PRJNA449266","https://www.ncbi.nlm.nih.gov/biosample/SAMN08902866","0.92","2014-09-03","0.17","USA","[39.74,-123.63]","soil metagenome"
"SRR5891568","WGS","PRJNA394028","https://www.ncbi.nlm.nih.gov/biosample/SAMN07345750","0.9","2016-05-01","0.1","China","[""not applicable""]","permafrost metagenome"
"SRR12825400","WGS","PRJNA668816","https://www.ncbi.nlm.nih.gov/biosample/SAMN16424710","0.93","2018-11-12","0.21","New Zealand","[-36.551222,174.662444]","sediment metagenome"
"SRR8489900","WGS","PRJNA517182","https://www.ncbi.nlm.nih.gov/biosample/SAMN10822081","0.92","2009-01-01","0.18","USA","[39.00097,-123.08297]","rhizosphere metagenome"
"SRR7013850","WGS","PRJNA448190","https://www.ncbi.nlm.nih.gov/biosample/SAMN08867827","0.91","2013-07-01","0.14","Canada","[50.28,-107.8]","metagenome"
"SRR5124970","WGS","PRJNA358409","https://www.ncbi.nlm.nih.gov/biosample/SAMN06173259","0.9","2015-12-01","0.11","Cameroon","[""missing""]","wetland metagenome"
"SRR14689459","WGS","PRJNA781406","https://www.ncbi.nlm.nih.gov/biosample/SAMN19433698","0.91","2019-02-17","0.15","New Zealand","[-44.36,168.1]","metagenome"
"SRR11674063","WGS","PRJNA621444","https://www.ncbi.nlm.nih.gov/biosample/SAMN14514965","0.92","2018-02-01","0.17","United Kingdom","[57.1866,-2.2146]","soil metagenome"
"SRR13949433","WGS","PRJNA695572","https://www.ncbi.nlm.nih.gov/biosample/SAMN17619811","0.92","2018-06-15","0.16","China","[39.9042,116.4074]","sediment metagenome"
"SRR6201999","WGS","PRJNA366403","https://www.ncbi.nlm.nih.gov/biosample/SAMN06268811","0.92","2012-12-02","0.16","USA","[31.11,-95.15]","soil metagenome"
"SRR14117432","WGS","PRJNA718736","https://www.ncbi.nlm.nih.gov/biosample/SAMN18559660","0.9","2020-09-24","0.12","China","[31.25,102.56]","soil metagenome"
"SRR8199877","WGS","PRJNA488251","https://www.ncbi.nlm.nih.gov/biosample/SAMN10407552","0.91","NP","0.15","Netherlands","[51.991111,5.661972]","soil metagenome"
"ERR671929","WGS","PRJEB7626","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3113578","0.92","2012-11-13","0.18","Australia","NP","soil metagenome"
"SRR490156","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00862375","0.94","NP","0.28","NP","NP","rhizosphere metagenome"
"SRR14986180","WGA","PRJNA742226","https://www.ncbi.nlm.nih.gov/biosample/SAMN19945324","0.91","2017-06-14","0.15","Germany","[49.61,10.28]","soil metagenome"
"SRR15522081","WGS","PRJNA756108","https://www.ncbi.nlm.nih.gov/biosample/SAMN14594328","0.9","2019-05-20","0.11","uncalculated","[""missing""]","soil metagenome"
"SRR7346274","CLONE","PRJNA476155","https://www.ncbi.nlm.nih.gov/biosample/SAMN09427538","0.91","2016-10-17","0.15","China","[43.47,123.2]","rhizosphere metagenome"
"SRR10686727","WGS","PRJNA594760","https://www.ncbi.nlm.nih.gov/biosample/SAMN13552550","0.91","NP","0.14","China","[39.7669,118.6469]","plant metagenome"
"SRR8698734","OTHER","PRJNA526108","https://www.ncbi.nlm.nih.gov/biosample/SAMN11087452","0.9","2016-10-01","0.11","China","[30.8,91]","metagenome"
"SRR8553638","WGS","PRJNA518241","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864137","0.92","2017-09-15","0.19","USA","[38.9206,-106.9489]","soil metagenome"
"SRR13590455","WGS","PRJNA698282","https://www.ncbi.nlm.nih.gov/biosample/SAMN17711342","0.91","2019-10-01","0.14","China","[""39 N 116 E""]","soil metagenome"
"SRR12686538","WGS","PRJNA654127","https://www.ncbi.nlm.nih.gov/biosample/SAMN15739653","0.91","2018-12-07","0.12","USA","[33.1447,-81.4044]","sediment metagenome"
"SRR10424211","WGS","PRJNA588263","https://www.ncbi.nlm.nih.gov/biosample/SAMN13234480","0.91","2018-05-01","0.12","uncalculated","[""not applicable""]","soil metagenome"
"SRR13162654","OTHER","PRJNA681370","https://www.ncbi.nlm.nih.gov/biosample/SAMN16951379","0.91","2019-12-25","0.14","China","[31.17,119.13]","metagenome"
"SRR16016052","OTHER","PRJNA765386","https://www.ncbi.nlm.nih.gov/biosample/SAMN21557295","0.91","2019-07-03","0.13","China","[""39 N 103 E""]","soil metagenome"
"ERR753921","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3235160","0.9","2011-06-18","0.11","Canada","NP","soil metagenome"
"SRR7350064","CLONE","PRJNA476246","https://www.ncbi.nlm.nih.gov/biosample/SAMN09429001","0.91","2016-10-17","0.15","China","[43.47,123.2]","rhizosphere metagenome"
"SRR404117","OTHER","NP","https://www.ncbi.nlm.nih.gov/biosample/SAMN00780325","0.92","NP","0.19","NP","NP","soil metagenome"
"SRR17815050","WGS","PRJNA799881","https://www.ncbi.nlm.nih.gov/biosample/SAMN25211350","0.91","2018-11-18","0.14","China","[32.03,118.84]","soil metagenome"
"ERR1346827","WGS","PRJEB12502","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3914814","0.9","2011-09-16","0.11","USA","NP","metagenome"
"SRR12681507","WGS","PRJNA654767","https://www.ncbi.nlm.nih.gov/biosample/SAMN15738855","0.94","2018-04-29","0.28","USA","[42.0127,-93.7445]","soil metagenome"
"SRR12550797","WGS","PRJNA632564","https://www.ncbi.nlm.nih.gov/biosample/SAMN14912146","0.91","2018-08-01","0.13","China","[18.33,109.45]","soil metagenome"
"SRR12173162","WGS","PRJNA642893","https://www.ncbi.nlm.nih.gov/biosample/SAMN15405821","0.98","NP","0.72","USA","[39.296194,-76.592035]","human skin metagenome"
"SRR10203141","OTHER","PRJNA574779","https://www.ncbi.nlm.nih.gov/biosample/SAMN12871598","0.9","2018-06-15","0.1","uncalculated","[""missing""]","rhizosphere metagenome"
"SRR12608593","WGS","PRJNA662109","https://www.ncbi.nlm.nih.gov/biosample/SAMN16076883","0.91","2017-08-20","0.15","China","[43.35,116.4]","soil metagenome"
"SRR15927518","WGS","PRJNA763043","https://www.ncbi.nlm.nih.gov/biosample/SAMN21465669","0.9","2016-08-23","0.11","China","[22.3195,113.7956]","estuary metagenome"
"SRR5050740","OTHER","PRJNA350710","https://www.ncbi.nlm.nih.gov/biosample/SAMN05949040","0.9","NP","0.11","USA","[64.9,-147.62]","permafrost metagenome"
"SRR4027573","WGS","PRJNA336855","https://www.ncbi.nlm.nih.gov/biosample/SAMN05518500","0.9","2009-06-28","0.1","USA","[39.0042816,-77.1012173]","soil metagenome"
"SRR1924237","WGS","PRJNA278090","https://www.ncbi.nlm.nih.gov/biosample/SAMN03407312","0.92","2012-02-01","0.18","Australia","[-19.733,147.178]","root metagenome"
"SRR14639177","WGS","PRJNA732564","https://www.ncbi.nlm.nih.gov/biosample/SAMN19324120","0.91","2016-12-23","0.13","Brazil","[-20.16,-43.1]","freshwater sediment metagenome"
"SRR12632040","WGS","PRJNA661164","https://www.ncbi.nlm.nih.gov/biosample/SAMN16073642","0.9","2019-05-22","0.11","Israel","[31.991312,34.821017]","metagenome"
"ERR1700690","WGS","PRJEB8420","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4521340","0.9","2011-07-04","0.11","Canada","NP","soil metagenome"
"SRR14769836","OTHER","PRJNA736202","https://www.ncbi.nlm.nih.gov/biosample/SAMN19612937","0.9","2021-03-25","0.1","China","[44.01,87.3]","activated sludge metagenome"
"SRR7186598","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934531","0.9","2013-09-01","0.1","China","[34.16,108.4]","root metagenome"
"SRR11921702","OTHER","PRJNA506850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14814605","0.9","2015-05-15","0.11","USA","[37.215,-80.442278]","metagenome"
"SRR11450588","WGA","PRJNA616041","https://www.ncbi.nlm.nih.gov/biosample/SAMN14480280","0.9","2016-07-01","0.12","China","[""not applicable""]","soil metagenome"
"SRR908290","WGS","PRJNA208116","https://www.ncbi.nlm.nih.gov/biosample/SAMN02202255","0.9","2012-05-01","0.11","Israel","[31.99,34.82]","soil metagenome"
"SRR11674035","WGS","PRJNA629478","https://www.ncbi.nlm.nih.gov/biosample/SAMN14825693","0.9","2018-08-29","0.1","Denmark","[55.552368,9.720404]","activated sludge metagenome"
"SRR14092375","OTHER","PRJNA718193","https://www.ncbi.nlm.nih.gov/biosample/SAMN18524891","0.92","2017-06-01","0.16","uncalculated","[""missing""]","sludge metagenome"
"SRR15517664","WGA","PRJNA755742","https://www.ncbi.nlm.nih.gov/biosample/SAMN20841012","0.91","2019-08-15","0.12","China","[45.41,126.37]","rhizosphere metagenome"
"SRR14454013","WGS","PRJNA725617","https://www.ncbi.nlm.nih.gov/biosample/SAMN18896300","0.9","2019-07-09","0.11","China","[39.98,116.39]","sediment metagenome"
"SRR12952109","WGS","PRJNA650885","https://www.ncbi.nlm.nih.gov/biosample/SAMN15720733","0.93","2020-01-22","0.23","USA","[26.3584,-80.2982]","wetland metagenome"
"ERR3697023","WGS","PRJEB35612","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6260169","0.94","2018-06-20","0.3","Cyprus","NP","soil metagenome"
"SRR9048307","WGS","PRJNA542423","https://www.ncbi.nlm.nih.gov/biosample/SAMN11621469","0.9","2018-05-02","0.11","Norway","[59.91546,10.73209]","air metagenome"
"SRR4249915","WGS","PRJNA343121","https://www.ncbi.nlm.nih.gov/biosample/SAMN05767925","0.91","2014-11-14","0.13","Canada","[45.68,-72]","soil metagenome"
"SRR12557703","WGS","PRJNA561510","https://www.ncbi.nlm.nih.gov/biosample/SAMN12619383","0.9","2018-01-01","0.11","USA","[38.32,-111.09]","soil metagenome"
"SRR12266068","OTHER","PRJNA647252","https://www.ncbi.nlm.nih.gov/biosample/SAMN15580187","0.91","2019-05-10","0.14","uncalculated","[""missing""]","soil metagenome"
"SRR6917471","WGS","PRJNA445836","https://www.ncbi.nlm.nih.gov/biosample/SAMN08802844","0.9","2014-09-20","0.1","China","[34.56,112.58]","metagenome"
"SRR8205305","OTHER","PRJNA505928","https://www.ncbi.nlm.nih.gov/biosample/SAMN10439586","0.92","NP","0.17","uncalculated","[""missing""]","soil metagenome"
"SRR7186544","WGS","PRJNA450295","https://www.ncbi.nlm.nih.gov/biosample/SAMN08934539","0.94","2013-09-01","0.26","China","[34.16,108.4]","root metagenome"
"SRR8198157","WGS","PRJNA488251","https://www.ncbi.nlm.nih.gov/biosample/SAMN10407551","0.91","NP","0.15","Netherlands","[51.991111,5.661972]","rhizosphere metagenome"
"SRR13213243","WCS","PRJNA506850","https://www.ncbi.nlm.nih.gov/biosample/SAMN17020164","0.9","2016-06-01","0.11","USA","[37.20023629,-80.56444913]","soil metagenome"
"SRR9032198","WGS","PRJNA539710","https://www.ncbi.nlm.nih.gov/biosample/SAMN11532358","0.92","2018-03-25","0.19","USA","[39.6475,-79.9369]","soil metagenome"
"SRR10854813","WGS","PRJNA570423","https://www.ncbi.nlm.nih.gov/biosample/SAMN12813053","0.9","2015-02-01","0.1","Peru","[-4.5438,-74.6258]","peat metagenome"
"SRR3977135","WGS","PRJNA330074","https://www.ncbi.nlm.nih.gov/biosample/SAMN05422184","0.91","2011-09-15","0.15","USA","[38.88,-120.64]","soil metagenome"
"SRR12608600","WGS","PRJNA662109","https://www.ncbi.nlm.nih.gov/biosample/SAMN16076885","0.91","2017-08-22","0.15","China","[43.37,116.4]","soil metagenome"
"DRR184775","WGS","PRJDB8545","https://www.ncbi.nlm.nih.gov/biosample/SAMD00178562","0.91","2018-06-05","0.14","China","[30.88,121.58]","soil metagenome"
"ERR2683176","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777433","0.9","2017-06-20","0.11","USA","NP","wastewater metagenome"
"SRR16472921","WGS","PRJNA771937","https://www.ncbi.nlm.nih.gov/biosample/SAMN22350778","0.9","2019-04-01","0.1","China","[31.14,121.84]","sediment metagenome"
"SRR11673992","WGS","PRJNA629478","https://www.ncbi.nlm.nih.gov/biosample/SAMN14825729","0.9","2018-08-29","0.1","Denmark","[56.425251,9.455198]","activated sludge metagenome"
"SRR17267086","OTHER","PRJNA789344","https://www.ncbi.nlm.nih.gov/biosample/SAMN24108063","0.9","2019-10-01","0.12","uncalculated","[""missing""]","invertebrate metagenome"
"SRR8925794","WGS","PRJNA681092","https://www.ncbi.nlm.nih.gov/biosample/SAMN11458254","0.9","2017-11-07","0.11","China","[25.48,107.84]","bioreactor metagenome"
"SRR9924808","WGS","PRJNA559231","https://www.ncbi.nlm.nih.gov/biosample/SAMN12530125","0.91","2014-10-01","0.13","China","[29.74,116]","freshwater sediment metagenome"
"SRR16123992","WGS","PRJNA767554","https://www.ncbi.nlm.nih.gov/biosample/SAMN21907788","0.91","2018-10-01","0.15","USA","[38.543123,-121.874259]","soil metagenome"
"SRR8437984","WGS","PRJNA502472","https://www.ncbi.nlm.nih.gov/biosample/SAMN10350966","0.9","2017-06-28","0.12","USA","[40.4449,-87.0297]","soil metagenome"
"SRR11848394","WGS","PRJNA620350","https://www.ncbi.nlm.nih.gov/biosample/SAMN14511448","0.9","2016-06-30","0.11","Switzerland","[47.3519,8.6747]","sediment metagenome"
"DRR101465","WGS","PRJDB6359","https://www.ncbi.nlm.nih.gov/biosample/SAMD00093662","0.9","NP","0.12","China","[32.479787,119.136439]","soil metagenome"
"SRR2637699","WGS","PRJNA292297","https://www.ncbi.nlm.nih.gov/biosample/SAMN03981637","0.92","2013-11-07","0.16","USA","[29.456,-89.883]","marine sediment metagenome"
"SRR13503358","WGS","PRJNA693982","https://www.ncbi.nlm.nih.gov/biosample/SAMN17491165","0.92","2016-10-24","0.16","China","[22.3272,114.1388]","sludge metagenome"
"SRR8936420","WGS","PRJNA528368","https://www.ncbi.nlm.nih.gov/biosample/SAMN11415806","0.9","2018-09-01","0.11","China","[23.14,113.34]","soil metagenome"
"SRR14569934","WGS","PRJNA730325","https://www.ncbi.nlm.nih.gov/biosample/SAMN19228517","0.9","2019-07-24","0.1","uncalculated","[""missing""]","soil metagenome"
"SRR10037600","WGS","PRJNA562239","https://www.ncbi.nlm.nih.gov/biosample/SAMN12636691","0.9","2015-09-01","0.11","China","[""missing""]","soil metagenome"
"SRR6267154","WGS","PRJNA406091","https://www.ncbi.nlm.nih.gov/biosample/SAMN07631910","0.91","2016-06-16","0.13","USA","[39.7291,-123.6419]","soil metagenome"
"SRR5579864","WGS","PRJNA375301","https://www.ncbi.nlm.nih.gov/biosample/SAMN06343829","0.91","NP","0.13","USA","[40.7999,-76.3402]","soil metagenome"
"SRR16995650","OTHER","PRJNA782356","https://www.ncbi.nlm.nih.gov/biosample/SAMN23376057","0.92","2020-08-11","0.18","China","[34.5,102.12]","soil metagenome"
"SRR10346359","WGA","PRJNA579552","https://www.ncbi.nlm.nih.gov/biosample/SAMN13113815","0.9","2018-05-09","0.12","China","[30.93,104.13]","soil metagenome"
"SRR8663615","WGS","PRJNA525405","https://www.ncbi.nlm.nih.gov/biosample/SAMN11050302","0.9","2014-03-17","0.11","USA","[37.2284,-80.4234]","air metagenome"
"SRR5881409","WGS","PRJNA367574","https://www.ncbi.nlm.nih.gov/biosample/SAMN06267097","0.9","2015-07-13","0.12","USA","[39.7181,-123.6527]","soil metagenome"
"SRR11567534","OTHER","PRJNA626373","https://www.ncbi.nlm.nih.gov/biosample/SAMN14639007","0.9","2018-02-01","0.1","Puerto Rico","[18.042667,-66.036444]","freshwater metagenome"
"ERR4682433","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428340","0.9","2017-11-27","0.11","Canada","NP","wastewater metagenome"
"SRR5246500","WGS","PRJNA366302","https://www.ncbi.nlm.nih.gov/biosample/SAMN06268690","0.91","2012-12-02","0.14","USA","[31.11,-95.15]","soil metagenome"
"SRR14292197","WGS","PRJNA723227","https://www.ncbi.nlm.nih.gov/biosample/SAMN18809038","0.91","2019-08-22","0.15","China","[""missing""]","soil metagenome"
"SRR14320329","WGS","PRJNA723704","https://www.ncbi.nlm.nih.gov/biosample/SAMN18825587","0.91","2019-09-29","0.14","China","[37.3,118.62]","soil metagenome"
"SRR12487017","WGS","PRJNA658184","https://www.ncbi.nlm.nih.gov/biosample/SAMN15860788","0.92","NP","0.16","uncalculated","[35.921444,127.065972]","freshwater metagenome"
"SRR14373490","WGS","PRJNA689669","https://www.ncbi.nlm.nih.gov/biosample/SAMN18779882","0.92","2019-06-16","0.16","China","[23.43,102.26]","metagenome"
