Strain_ID,Bioassay_ID,Host_ID,Host_Category,Host_Description,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original.score,score.classification,simplified.score,Genus,species
LK1272,BID22290,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22278,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22279,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22280,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22281,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22282,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22283,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22286,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22273,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22274,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22275,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22291,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Corynebacterium,sanguinis
LK1272,BID22287,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22293,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22284,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22285,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Corynebacterium,sanguinis
LK1272,BID22292,p3-HID215,Human,Toe web space,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichoderma sp. - PID44,yes,yes,,,3,complete inhibition,2,Corynebacterium,sanguinis
LK1274,BID22303,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22305,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22312,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Candida albicans (K1) - PID39,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1274,BID22311,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1274,BID22313,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Candida sp. - PID36,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1274,BID22309,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22310,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22316,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichoderma sp. - PID44,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1274,BID22317,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Aspergillus flavus - PID14,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1274,BID22308,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22304,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22306,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22307,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22297,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Mycobacterium smegmatis - PID1,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1274,BID22294,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22295,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22296,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1274,BID22302,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22314,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichosporon asahii - PID56,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1274,BID22315,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Micrococcus,luteus
LK1274,BID22301,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22300,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22298,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1274,BID22299,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-08-06,2020-08-13,,,Staphylococcus epidermidis - PID18,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22327,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22318,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22321,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22328,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22319,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus cereus - PID30,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22320,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22333,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22322,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Norcardia corynebacteroides - PID5,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22323,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22324,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22338,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22339,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Micrococcus,luteus
LK1275,BID22340,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichoderma sp. - PID44,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1275,BID22341,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22332,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22329,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22330,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22331,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22336,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida albicans (K1) - PID39,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22325,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterococcus faecalis - PID41,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22334,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Acinetobacter baumannii - PID42,yes,yes,,,3,complete inhibition,2,Micrococcus,luteus
LK1275,BID22335,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Cryptococcus neoformans (H99) - PID49,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1275,BID22326,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Micrococcus,luteus
LK1275,BID22337,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida sp. - PID36,yes,yes,,,2,zone of inhibition,1,Micrococcus,luteus
LK1277,BID22366,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22383,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22373,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22372,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22379,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22380,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22384,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22385,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22386,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22387,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Dietzia,cinnamea
LK1277,BID22388,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichoderma sp. - PID44,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22389,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22378,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22368,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22374,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22377,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22382,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22376,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22369,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22381,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22371,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22367,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22370,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1277,BID22375,p3-HID228,Human,Volar forearm,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22397,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22392,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22404,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22393,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22391,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22396,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22409,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22410,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22411,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Dietzia,cinnamea
LK1278,BID22390,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22399,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22400,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22401,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22402,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22403,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22406,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22407,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22394,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22395,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22412,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Trichoderma sp. - PID44,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22413,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22408,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22398,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1278,BID22405,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-07-28,2020-08-04,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Dietzia,cinnamea
LK1279,BID22434,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22429,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22430,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22433,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22432,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22418,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22435,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1,Pseudoclavibacter,alba
LK1279,BID22431,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22437,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Aspergillus flavus - PID14,yes,no,,,0,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22423,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22424,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22425,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22427,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22428,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22414,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22415,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22416,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22417,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Mycobacterium smegmatis - PID1,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22421,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22419,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22436,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Trichoderma sp. - PID44,yes,yes,,,2,zone of inhibition,1,Pseudoclavibacter,alba
LK1279,BID22422,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22426,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1279,BID22420,p3-HID229,Human,Antecubital fossa,Brain Heart Infusion,2020-08-06,2020-08-13,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0,Pseudoclavibacter,alba
LK1282,BID22446,p3-HID217,Human,Nare,Brain Heart Infusion,2020-08-06,2020-08-13,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0,Rothia,kristinae
