Bioassay_ID,Host_ID,Host_Category,Host_Description,Strain_ID,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original score,score classification,simplified score
BID18200,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18201,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18202,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18203,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18204,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18205,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18206,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18207,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18208,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18209,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida sp. - PID36,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18210,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18211,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18212,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18213,p3-HID223,Human,Toe web space,LK1060,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18622,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18623,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18624,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18625,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18626,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18627,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18628,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18629,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18630,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18631,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18632,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18633,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18634,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18635,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18636,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18637,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18638,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18639,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18640,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18641,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18642,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18643,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18644,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID18645,p3-HID216,Human,Alar crease,LK1080,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18670,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18671,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18672,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18673,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID18674,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID18675,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID18676,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18677,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID18678,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18679,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18680,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18681,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18682,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18683,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18684,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18685,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18686,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18687,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18688,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18689,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18690,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18691,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18692,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID18693,p3-HID217,Human,Nare,LK1082,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18742,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18743,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18744,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18745,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18746,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18747,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18748,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18749,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18750,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18751,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18752,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18753,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18754,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18755,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18756,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18757,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18758,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18759,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18760,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18761,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Candida sp. - PID36,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18762,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18763,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID18764,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID18765,p3-HID220,Human,Volar forearm,LK1085,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19294,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19295,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19296,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19297,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID19298,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID19299,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID19300,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID19301,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID19302,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19303,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19304,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19305,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19306,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19307,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19308,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19309,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19310,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19311,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19312,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Candida albicans (K1) - PID39,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID19313,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Candida sp. - PID36,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19314,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Trichosporon asahii - PID56,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID19315,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Metarhizium sp. - PID43,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19316,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Trichoderma sp. - PID44,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19317,p3-HID231,Human,Toe web space,LK1112,Brain Heart Infusion,2020-02-19,2020-02-26,MR,Cell,Aspergillus flavus - PID14,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19582,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus aureus (MRSA) - PID40,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19583,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus cereus - PID30,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19584,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Bacillus subtilis - PID29,yes,yes,,Media: BHI + 0.1% Tween 80,2,zone of inhibition,1
BID19585,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Mycobacterium smegmatis - PID1,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19586,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Norcardia corynebacteroides - PID5,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19587,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Staphylococcus epidermidis - PID18,yes,no,,Media: BHI + 0.1% Tween 80,1,no inhibition,0
BID19588,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Micrococcus luteus - PID19,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19589,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterococcus faecalis - PID41,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
BID19590,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Escherichia coli - PID37,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19591,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19592,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Pseudomonas aeruginosa 27873 - PID25,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19593,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Enterobacter cloacae - PID17,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19594,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Klebsiella oxytoca - PID21,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19595,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Citrobacter freundii - PID22,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19596,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Proteus vulgaris - PID24,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19597,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Serratia marcescens 8055 - PID31,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19598,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Acinetobacter baumannii - PID42,yes,no,,Media: BHI + 0.1% Tween 80,0,no inhibition,0
BID19599,p3-HID220,Human,Volar forearm,LK1128,Brain Heart Infusion,2020-02-20,2020-02-26,MR,Cell,Cryptococcus neoformans (H99) - PID49,yes,yes,,Media: BHI + 0.1% Tween 80,3,complete inhibition,2
