n	n:500	L50	min	N75	N50	N25	E-size	max	sum	name
87	87	12	1230	21703	53749	109331	71050	200209	2366647	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-41_S45_bin.1.fasta
344	344	64	1015	3528	7235	13212	9569	33713	1641117	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-41_S45_bin.2.fasta
60	60	11	1566	31953	54155	120973	71361	147855	2089845	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-41_S45_bin.3.fasta
354	354	85	1502	4118	6744	11529	8839	28012	1915939	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-41_S45_bin.4.fasta
27	27	4	3283	48721	82003	429464	179439	429464	1359796	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-41_S45_bin.5.fasta
31	31	8	2623	66084	89815	140460	112023	248759	2030991	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-42_S46_bin.1.fasta
395	395	91	1501	4372	7295	12609	9398	32995	2225737	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-42_S46_bin.2.fasta
117	117	24	1459	10632	21945	34031	22904	48106	1554315	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-42_S46_bin.3.fasta
13	13	3	8960	168620	279803	629038	350611	629038	2466936	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-42_S46_bin.4.fasta
623	623	185	993	1652	2382	3793	2964	11348	1377599	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-43_S47_bin.1.fasta
36	36	3	1795	81970	338353	438996	281108	550480	2582222	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-43_S47_bin.2.fasta
38	38	7	1551	45862	75762	142671	93509	204354	1570057	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-43_S47_bin.3.fasta
31	31	5	3287	73442	122847	637432	246713	637432	2472121	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-43_S47_bin.4.fasta
17	17	3	5820	117978	246505	690960	344673	690960	2466804	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-44_S48_bin.1.fasta
805	805	249	990	1381	1930	2883	2630	13461	1520927	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-44_S48_bin.2.fasta
159	159	35	1492	7131	13202	22043	15999	51089	1454652	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-44_S48_bin.3.fasta
478	478	121	1504	3353	5558	8688	6655	22138	2126354	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-44_S48_bin.4.fasta
149	149	30	1566	12444	22679	35866	27073	81698	2145831	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-44_S48_bin.5.fasta
394	394	91	1508	9864	15722	24286	18674	55867	4481102	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-45_S49_bin.1.fasta
18	18	3	2507	158091	248340	690903	370743	690903	2474974	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-45_S49_bin.2.fasta
684	684	167	1001	2431	4096	6676	5238	25547	2244986	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-45_S49_bin.3.fasta
444	444	126	1001	2104	3080	4837	3696	13315	1202716	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-46_S50_bin.1.fasta
79	79	15	2482	36071	66598	88940	62972	131542	2567625	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-46_S50_bin.2.fasta
22	22	3	5262	127789	239922	722335	341399	722335	2503520	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-46_S50_bin.3.fasta
1000	1000	277	1504	2753	4197	6577	5369	22882	3713432	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-46_S50_bin.4.fasta
20	20	4	1237	168538	208455	690935	316610	690935	2468459	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.1.fasta
762	762	183	1502	4446	7425	11780	8929	29621	4280223	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.2.fasta
496	496	133	1009	2935	4722	7007	5753	28358	1888482	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.3.fasta
863	863	289	1001	1313	1733	2562	2123	7500	1494626	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.4.fasta
473	473	125	1504	2756	4487	7149	5625	19546	1794957	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.5.fasta
450	450	147	1507	1934	2727	3980	3230	9504	1183669	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-47_S51_bin.6.fasta
415	415	103	1004	3515	5713	9563	6868	21019	1854221	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.1.fasta
630	630	146	1006	2502	4327	7407	5487	19096	2095182	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.10.fasta
90	90	17	1725	22420	43300	63580	48650	115299	2240280	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.11.fasta
109	109	20	1703	14920	29004	43572	34178	108434	1851644	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.12.fasta
89	89	19	1926	26302	44946	73515	52515	120459	2664017	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.13.fasta
476	476	120	1501	2662	4321	7551	6032	24927	1798349	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.2.fasta
932	932	211	1004	4023	6958	10740	8155	25459	4594878	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.3.fasta
299	299	70	1001	4114	6681	11351	7958	20398	1512539	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.4.fasta
37	37	8	3519	56827	118430	164328	114877	232534	2464319	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.5.fasta
301	301	70	1023	3782	6989	10596	7813	22135	1482085	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.6.fasta
768	768	233	1003	1545	2251	3575	2745	8876	1598707	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.7.fasta
81	81	15	1121	19900	31786	50993	41400	99451	1567779	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.8.fasta
360	360	85	1006	3068	5371	8780	6390	22008	1447867	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-48_S52_bin.9.fasta
52	52	9	1981	39948	67267	117328	105356	285929	2225709	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-49_S53_bin.1.fasta
43	43	6	3277	52941	92420	616278	224511	616278	2214033	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-49_S53_bin.2.fasta
141	141	24	1550	18762	35838	54624	38447	107339	2477673	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-49_S53_bin.3.fasta
20	20	2	1304	91040	322609	514144	263673	514144	1672106	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-50_S54_bin.1.fasta
60	60	11	2206	21951	50058	89254	57752	123920	1726047	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-50_S54_bin.2.fasta
17	17	4	8960	125323	246703	347744	286795	575165	2406841	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-50_S54_bin.3.fasta
26	26	8	19830	68453	107098	160941	123950	257679	2355061	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-50_S54_bin.4.fasta
58	58	12	1576	36793	73754	103557	76047	155271	2383710	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-51_S156_bin.1.fasta
314	314	75	1504	3708	6395	11173	7753	21947	1565743	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-51_S156_bin.2.fasta
385	385	90	1538	4510	7508	12942	9330	27975	2268204	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-51_S156_bin.3.fasta
21	21	2	5046	90384	551306	717914	374188	717914	2505377	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-52_S157_bin.1.fasta
38	38	6	2368	64096	90986	199280	122010	284220	1601459	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-52_S157_bin.2.fasta
26	26	5	2593	94269	171864	284510	168416	306818	2175902	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-52_S157_bin.3.fasta
901	901	264	1003	1510	2120	3309	3857	41268	1859202	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-52_S157_bin.4.fasta
18	18	4	8960	134948	261623	298530	265562	525923	2638164	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-53_S158_bin.1.fasta
358	358	79	1043	10581	17005	28239	25474	164107	4661842	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-53_S158_bin.2.fasta
445	445	97	1501	8865	14318	23655	17730	63112	4525697	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-54_S159_bin.1.fasta
126	126	19	1007	27471	45706	75968	61352	182704	2787266	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-54_S159_bin.2.fasta
46	46	8	2107	57134	102894	189766	124193	302284	2436179	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-55_S160_bin.1.fasta
739	739	238	1001	1367	1894	2893	2306	6332	1362536	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-55_S160_bin.2.fasta
346	346	69	1053	11173	22580	33022	26669	118087	4726208	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-55_S160_bin.3.fasta
123	123	25	1527	16322	30108	43102	34062	104035	2232330	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.1.fasta
283	283	62	1498	5678	10531	17026	11574	29803	1993010	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.2.fasta
126	126	16	1536	17594	43038	72203	48573	132386	2218398	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.3.fasta
59	59	10	1669	36210	70175	104183	87893	240464	2112748	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.4.fasta
29	29	5	3013	88603	153372	327950	217494	459656	2577858	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.5.fasta
37	37	8	2273	49906	79749	100555	76101	141197	1605143	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.6.fasta
33	33	6	2661	66718	140914	193920	147487	318863	2439547	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.7.fasta
704	704	151	1002	2060	3707	7488	6009	45210	2080568	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-56_S55_bin.8.fasta
221	221	30	1031	15294	26788	52470	33862	96332	2787593	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-57_S56_bin.1.fasta
28	28	5	2484	56025	89579	208580	128656	291807	1512666	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-57_S56_bin.2.fasta
50	50	5	1564	43720	114783	255281	150935	351116	1891361	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-57_S56_bin.3.fasta
266	266	55	1683	15380	27104	46285	33732	151163	4725414	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-58_S57_bin.1.fasta
29	29	5	3892	60864	175624	260304	156149	305767	2072891	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-59_S58_bin.1.fasta
14	14	3	6191	185877	276967	897945	449440	897945	2513577	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-59_S58_bin.2.fasta
583	583	169	1003	1800	2795	4094	3342	12767	1415540	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-59_S58_bin.3.fasta
567	567	169	1002	1519	2197	3278	2828	10924	1170487	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-60_S59_bin.1.fasta
538	538	168	1504	2398	3487	4999	4100	14055	1715677	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-60_S59_bin.2.fasta
1888	1888	525	1002	1635	2510	4030	3232	15513	4285693	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.1.fasta
515	515	86	1004	2761	5808	15177	10804	54711	2068978	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.2.fasta
327	327	77	1505	5358	8976	15016	10934	38920	2178248	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.3.fasta
291	291	66	1501	5783	10662	16481	12924	43994	2212182	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.4.fasta
487	487	104	1013	3628	6690	11011	8568	33919	2264465	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.5.fasta
655	655	190	1001	1688	2522	3921	3109	11122	1496832	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-62_S61_bin.6.fasta
936	936	294	1001	1445	2041	3051	2476	10070	1804352	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-63_S62_bin.1.fasta
1649	1649	538	1001	1372	1858	2690	2257	8460	2983247	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-64_S63_bin.1.fasta
699	699	232	1002	1338	1833	2631	2141	5810	1232664	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-64_S63_bin.2.fasta
530	530	135	1500	3186	5128	8555	6527	25265	2292093	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-64_S63_bin.3.fasta
675	675	225	1002	1299	1738	2545	2141	8436	1163982	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-64_S63_bin.4.fasta
78	78	15	1281	29086	52339	89585	59928	136289	2471276	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.1.fasta
757	757	192	1001	2340	3961	5943	4832	19790	2350604	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.10.fasta
66	66	13	1558	25944	50882	65021	55622	128401	1914405	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.2.fasta
170	170	37	1541	9900	16176	27200	21089	65459	1981134	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.3.fasta
249	249	53	1060	6285	11640	18214	13900	52987	1966278	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.4.fasta
28	28	6	3506	54177	102165	171629	130804	294511	1956512	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.5.fasta
91	91	21	1366	23059	33516	56587	40802	107021	2221491	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.6.fasta
523	523	169	1508	2405	3392	4705	3898	12694	1635117	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.7.fasta
147	147	31	1831	11671	22757	36888	25190	71080	2126319	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.8.fasta
364	364	84	1509	4230	6788	11367	8985	30378	1955310	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-65_S64_bin.9.fasta
124	124	26	1619	15920	24932	37489	32338	108933	2064880	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-66_S65_bin.1.fasta
162	162	33	1863	10444	19569	28075	21336	55620	1916311	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-66_S65_bin.2.fasta
234	234	45	1147	9161	16820	26542	20897	60304	2462164	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-67_S66_bin.1.fasta
19	19	3	2507	164319	259672	624838	333946	624838	2476921	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-67_S66_bin.2.fasta
1423	1423	389	1000	1521	2376	3864	3358	27635	3086648	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-69_S68_bin.1.fasta
462	462	117	1533	3377	5756	9333	7513	29842	2182189	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-69_S68_bin.2.fasta
772	772	218	1003	1517	2213	3672	3482	22718	1622848	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-69_S68_bin.3.fasta
48	48	10	1395	52841	79959	131642	90008	184139	2429702	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-70_S69_bin.1.fasta
373	373	116	1503	2595	3736	5396	4232	10673	1251693	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-70_S69_bin.2.fasta
118	118	26	1619	15572	24651	38694	35384	125837	2087393	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-71_S70_bin.1.fasta
112	112	21	1503	22070	34975	51029	35762	72965	2043232	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-71_S70_bin.2.fasta
139	139	28	1536	11846	19168	27098	21618	58345	1625328	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-71_S70_bin.3.fasta
379	379	130	1501	1927	2544	3654	3055	10679	954831	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-71_S70_bin.4.fasta
145	145	28	1028	12588	21338	37852	28178	83082	2070866	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.1.fasta
71	71	17	2173	22597	33132	56719	40511	91905	1794311	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.10.fasta
56	56	12	1555	34232	65040	92372	74835	181148	2169734	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.11.fasta
45	45	12	4198	53489	75236	110277	76725	143888	2298021	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.12.fasta
286	286	72	1594	5580	9263	15437	11056	30649	2114633	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.13.fasta
14	14	3	1718	63105	121203	261232	149368	261232	951035	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.14.fasta
38	38	4	1123	32683	168370	242747	142482	291775	1815512	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.15.fasta
116	116	17	1019	19022	37317	77133	53983	175109	2412654	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.16.fasta
416	416	112	1001	1711	2640	4578	3471	11347	986716	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.17.fasta
58	58	12	1626	27660	46395	73104	56870	149022	1716422	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.18.fasta
297	297	73	1016	3313	5302	8235	6713	19888	1249608	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.2.fasta
200	200	57	1519	4291	6570	9618	7565	20859	1106708	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.20.fasta
44	44	8	1085	30668	56895	108670	65472	136199	1342956	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.21.fasta
120	120	24	2071	16648	34042	47224	35103	91836	2361309	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.22.fasta
420	420	104	1500	2555	4465	7382	6169	36964	1539067	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.23.fasta
461	461	145	1498	2224	3070	4568	3859	16454	1363908	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.3.fasta
60	60	9	1385	49011	93789	133169	97726	211178	2352818	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.4.fasta
23	23	5	2537	107583	174879	271376	179229	332250	2176235	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.5.fasta
433	433	122	1001	1720	2663	4401	3297	12109	1028244	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.6.fasta
274	274	75	1068	4171	6313	9283	7506	24307	1432304	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.7.fasta
73	73	12	1955	32618	68358	116039	74804	162209	2588741	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.8.fasta
462	462	113	1006	4372	6854	11359	8459	29702	2524601	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-73_S72_bin.9.fasta
124	124	17	1323	23043	49981	79107	57885	179061	2614524	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.1.fasta
21	21	4	5596	136573	217129	732925	327885	732925	2466244	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.2.fasta
42	42	5	1880	46256	108454	197876	185317	486373	2083453	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.3.fasta
1617	1617	435	1001	2020	3176	5013	3895	17370	4375555	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.4.fasta
512	512	178	1500	1999	2698	3549	3010	9076	1314342	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.5.fasta
36	36	6	1076	69589	101575	225019	150765	324661	2403059	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.6.fasta
376	376	79	1511	4294	7969	14328	10491	50639	2141548	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-74_S73_bin.7.fasta
652	652	222	918	1246	1672	2346	2062	9661	1080590	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-75_S74_bin.1.fasta
35	35	5	1163	95535	209066	338313	196422	356378	2585385	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-75_S74_bin.2.fasta
17	17	3	7736	148860	265741	710903	370759	710903	2535827	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-75_S74_bin.3.fasta
801	801	257	997	1471	2094	3044	2439	8089	1567574	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-76_S75_bin.1.fasta
366	366	57	1000	5894	11955	22739	16675	52218	2519639	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-76_S75_bin.2.fasta
417	417	107	1502	3199	5291	8010	6854	23599	1828769	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-80_S79_bin.1.fasta
44	44	10	2266	64706	87692	130433	97014	198428	2359574	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.1.fasta
80	80	7	1007	40867	138393	205247	131928	283984	2535350	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.2.fasta
84	84	16	2628	26742	45646	79439	60024	206159	2427526	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.3.fasta
111	111	20	1616	17946	34105	55413	45148	144121	2200792	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.4.fasta
619	619	186	1001	1378	1980	3182	2550	8364	1184660	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.5.fasta
116	116	25	2314	12746	23205	39635	29183	78803	1910088	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.6.fasta
121	121	23	1716	18820	36885	56434	45628	169002	2676638	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.7.fasta
162	162	31	1888	10440	19400	36409	29065	129113	2192672	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-81_S80_bin.8.fasta
380	380	107	1510	3334	5144	7618	6020	19992	1668791	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-82_S81_bin.1.fasta
228	228	30	1015	11823	22673	43473	33541	112029	2514445	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-82_S81_bin.2.fasta
309	309	57	1508	6573	13630	22407	16826	49919	2553135	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-82_S81_bin.3.fasta
77	77	17	3834	27043	42804	77295	55224	148325	2356574	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-82_S81_bin.4.fasta
73	73	10	1962	27361	52544	104567	68657	182710	1683766	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-82_S81_bin.5.fasta
19	19	4	6369	131604	173451	390546	264179	536688	2532295	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.1.fasta
394	394	123	995	1450	2061	3118	2535	8574	771139	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.2.fasta
21	21	3	1305	79580	195475	514041	266655	514041	1709825	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.3.fasta
28	28	6	3542	71102	123468	262885	195580	491087	2393915	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.4.fasta
475	475	147	1494	2064	2904	4610	3793	20101	1341046	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.5.fasta
69	69	11	3048	28344	55713	102181	66675	146560	2030177	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.6.fasta
371	371	78	1500	4225	7698	14326	10198	31176	2132391	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-83_S82_bin.7.fasta
39	39	7	3893	69618	124431	202398	135839	268394	2519323	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-84_S83_bin.1.fasta
42	42	7	1172	70181	96113	131903	109827	225886	1780323	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-84_S83_bin.2.fasta
255	255	57	1522	4617	7777	15112	10273	33695	1552158	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-84_S83_bin.3.fasta
16	16	4	5532	167710	246558	416755	271912	445790	2560946	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-85_S84_bin.1.fasta
404	404	105	1001	2797	4592	7146	5290	16288	1455801	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-85_S84_bin.2.fasta
194	194	24	1013	12707	24011	61405	38591	124769	2324310	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-85_S84_bin.3.fasta
404	404	100	1502	3107	5339	8877	6762	22448	1738060	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-85_S84_bin.4.fasta
135	135	26	1525	12845	23855	44987	31070	103020	2075833	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-86_S85_bin.1.fasta
578	578	138	1001	2550	4398	7498	5471	20664	1990048	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-86_S85_bin.2.fasta
170	170	32	1510	10900	18253	42301	25224	72665	2055493	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-87_S86_bin.2.fasta
727	727	219	1006	1626	2366	3531	2875	9623	1580865	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-87_S86_bin.3.fasta
524	524	165	1504	2396	3487	5015	3917	11825	1644250	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-87_S86_bin.4.fasta
407	407	123	1502	3127	4494	6845	5259	16968	1657715	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-87_S86_bin.5.fasta
542	542	153	1002	1864	2924	4439	3303	9462	1332583	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-87_S86_bin.6.fasta
173	173	37	1521	9857	15798	28899	20432	56772	1948521	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-88_S87_bin.1.fasta
94	94	17	1553	29061	49014	74147	51359	107175	2354131	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.1.fasta
70	70	11	1188	23340	49815	80472	62614	182618	1698287	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.10.fasta
412	412	136	1500	2011	2647	3876	3381	14677	1093368	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.11.fasta
550	550	162	1501	2523	3580	5687	4698	21598	1856647	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.12.fasta
102	102	21	1169	11765	19619	33280	25732	82492	1376975	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.13.fasta
150	150	17	1031	19319	38701	78474	51499	144194	2323128	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.14.fasta
295	295	49	1009	4086	8542	16042	12310	62146	1505788	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.15.fasta
173	173	36	1002	9069	15486	27052	18814	51236	1844744	MetaSPAdes_MegaWRAP_MAGs/LKMB002-1-89_S88_bin.16.fasta
