Source_Name,Strain_ID,Other_ID,Host_ID,Host_Category,Location,bioassay completed(Y/N),included in bioassay analysis (Y/N),genome sequenced (Y/N),genome dereplicated,Genus,species,Taxonomy_Notes,,Initial_Isolation_Date,Isolation_Method,Isolation_Media,Pure_Culture_Media,Isolation_Notes,Analysis_Type,spacer_2,Cryo_Storage_Date,Cryo_Storage_Type,Cryo_Storage_Creator,Freezer_Number,Rack_Number,Box_Number,Vial_Position,Storage_Notes,spacer_1,PMID,DOI,Notes,Record_Date,Record_Creator
Skin Microbiome Study,LK1171,p3-SID1464,KHID124,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-11,,SAS,,,15,42,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1177,p3-SID1230,KHID111,Healthy Skin,Toe web space,Y,N,N,N,Micrococcus,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1181,p3-SID1370,KHID144,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1186,p3-SID1853,KHID133,Healthy Skin,Antecubital fossa,Y,Y,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-16,,SAS,,,15,57,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1190,p3-SID1471,KHID124,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1196,p3-SID1038,KHID118,Healthy Skin,Umbilicus,Y,Y,N,N,Micrococcus,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,15,67,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1197,p3-SID966,KHID109,Healthy Skin,Antecubital fossa,Y,Y,N,N,Micrococcus,,,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1199,p3-SID1682,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1201,p3-SID1684,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1203,p3-SID1690,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1205,p3-SID1694,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,76,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1209,p3-SID1707,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,15,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1210,p3-SID1709,KHID147,Healthy Skin,Back,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,15,81,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1211,p3-SID1711,KHID147,Healthy Skin,Back,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,16,1,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1212,p3-SID1742,KHID139,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,2,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1213,p3-SID1743,KHID139,Healthy Skin,Back,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,3,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1214,p3-SID1744,KHID139,Healthy Skin,Back,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,4,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1215,p3-SID1745,KHID139,Healthy Skin,Back,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,16,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1216,p3-SID1746,KHID139,Healthy Skin,Back,Y,Y,N,N,Micrococcus,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,16,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1217,p3-SID2507,KHID120,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,,,2019-12-18,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,7,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1218,p3-SID1478,KHID123,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,16,8,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1220,p3-SID1768,KHID145,Healthy Skin,Nares,Y,Y,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,10,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1225,p3-SID1793,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,16,15,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1226,p3-SID1795,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-20,,SAS,,,16,16,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1227,p3-SID1798,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,16,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1228,p3-SID1800,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,18,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1229,p3-SID1801,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,19,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1230,p3-SID1804,KHID149,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,20,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1233,p3-SID1831,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1234,p3-SID1833,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,24,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1235,p3-SID1834,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,25,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1236,p3-SID1836,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-20,,SAS,,,16,26,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1238,p3-SID2502,KHID120,Healthy Skin,Alar crease,Y,Y,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-12-18,10^0,BT,BHI + Tween,,,,2019-12-20,,SAS,,,16,28,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1240,p3-SID1697,KHID146,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,30,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1241,p3-SID1779,KHID148,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,31,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1248,p3-SID1712,KHID147,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1258,p3-SID1720,KHID147,Healthy Skin,Back,Y,Y,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1260,p3-SID1736,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1261,p3-SID1737,KHID138,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,51,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1262,p3-SID1739,KHID138,Healthy Skin,Occiput,Y,Y,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-24,,SAS,,,16,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1276,p3-SID1784,KHID148,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1299,p3-SID1761,KHID158,Healthy Skin,Umbilicus,Y,Y,N,N,Micrococcus,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-27,,SAS,,,17,8,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1331,p3-SID997,KHID116,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,40,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1333,p3-SID1023,KHID115,Healthy Skin,Back,Y,Y,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-27,,SAS,,,17,42,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1355,p3-SID1116,KHID107,Healthy Skin,Back,Y,Y,N,N,Micrococcus,,,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-29,,SAS,,,17,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1356,p3-SID1117,KHID107,Healthy Skin,Back,Y,Y,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-29,,SAS,,,17,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1370,p3-SID686,KHID61,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/18/20 ,,2019-07-26,10^-1,BL,BHI + Tween,,,,2020-03-05,,SAS,,,17,79,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1377,p3-SID2508,KHID74,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1381,p3-SID2512,KHID78,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BT,BHI + Tween,,,,2020-03-11,,MHS,,,18,9,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1385,p3-SID2516,KHID78,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BT,BHI + Tween,,,,2020-03-11,,MHS,,,18,13,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1389,p3-SID2520,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1391,p3-SID2522,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,19,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1394,p3-SID2525,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1395,p3-SID2526,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1396,p3-SID2527,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-11,,MHS,,,18,24,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1398,p3-SID2529,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-12,,MHS,,,18,26,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1399,p3-SID2530,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-12,,MHS,,,18,27,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1401,p3-SID2532,KHID74,Healthy Skin,Alar crease,Y,N,N,N,Micrococcus,,16s by MHS 3/13/20,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-12,,MHS,,,18,29,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK399,p3-SID890,KHID72,Healthy Skin,Umbilicus,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BH,BHI,,,,2019-08-01,,IKL,,,5,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK404,p3-SID895,KHID64,Healthy Skin,Umbilicus,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-08-01,,IKL,,,6,4,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK406,p3-SID897,KHID65,Healthy Skin,Toe web space,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-08-01,,IKL,,,6,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK416,p3-SID857,KHID36,Healthy Skin,Occiput,Y,Y,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BL,BHI,,,,2019-08-01,,IKL,,,6,16,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK418,p3-SID740,KHID33,Healthy Skin,Toe web space,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,18,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK420,p3-SID632,KHID52,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,20,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK422,p3-SID629,KHID70,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK423,p3-SID683,KHID63,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK425,p3-SID881,KHID48,Healthy Skin,Umbilicus,Y,Y,N,N,Micrococcus,,,,2019-07-29,10^0,BH,BHI,,,,2019-08-01,,IKL,,,6,25,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK431,p3-SID771,KHID77,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,31,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK437,p3-SID749,KHID33,Healthy Skin,Toe web space,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,37,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK438,p3-SID748,KHID33,Healthy Skin,Toe web space,Y,Y,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK440,p3-SID811,KHID77,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,40,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK453,p3-SID677,KHID61,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK454,p3-SID878,KHID64,Healthy Skin,Umbilicus,Y,Y,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BL,BHI,,,,2019-08-01,,IKL,,,6,54,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK462,p3-SID622,KHID62,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,62,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK463,p3-SID616,KHID54,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK468,p3-SID658,KHID53,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK471,p3-SID687,KHID73,Healthy Skin,Toe web space,Y,Y,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,6,71,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK472,p3-SID657,KHID53,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK474,p3-SID836,KHID78,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK475,p3-SID837,KHID78,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK476,p3-SID838,KHID78,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,6,76,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK477,p3-SID865,KHID71,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BT,BHI,,,,2019-08-01,,IKL,,,6,77,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK481,p3-SID680,KHID61,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-01,,IKL,,,6,81,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK482,p3-SID682,KHID63,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,7,1,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK483,p3-SID684,KHID63,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,7,2,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK484,p3-SID846,KHID79,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,7,3,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK487,p3-SID628,KHID70,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,7,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK491,p3-SID617,KHID54,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,7,10,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK492,p3-SID727,KHID30,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-01,,IKL,,,7,11,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK493,p3-SID676,KHID63,Healthy Skin,Antecubital fossa,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-01,,IKL,,,7,12,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK498,p3-SID833,KHID76,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK505,p3-SID638,KHID52,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,24,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK506,p3-SID637,KHID52,Healthy Skin,Occiput,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,25,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK509,p3-SID615,KHID54,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,28,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK510,p3-SID610,KHID54,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,29,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK511,p3-SID611,KHID54,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,30,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK513,p3-SID609,KHID62,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-06,,IKL,,,7,32,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK514,p3-SID729,KHID30,Healthy Skin,Volar forearm,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,33,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK520,p3-SID775,KHID77,Healthy Skin,Back,Y,N,N,N,Micrococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,39,,,,,,2020-05-18 08:30,Shelby Sandstrom
