Sequence_Run_ID,Submitted_SampleID,Updated_SampleID,Current_R1_file_path,Current_R2_file_path,Updated_R1_file_path,Updated_R2_file_path,StudyID,SubjectID,SkinSite,TimePoint,Date,Extraction_Kit_Number,Host_ID
LKMG001,LKMB002-1-26_S30,LKMG001-1-26,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-26_S30_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-26_S30_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-26_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-26_R2_001.fastq.gz,S004-Al01-190709,S004,Al,1,190709,1,KHID26
LKMG001,LKMB002-1-29_S33,LKMG001-1-29,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-29_S33_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-29_S33_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-29_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-29_R2_001.fastq.gz,S004-Ba01-190709,S004,Ba,1,190709,1,KHID29
LKMG001,LKMB002-1-27_S31,LKMG001-1-27,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-27_S31_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-27_S31_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-27_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-27_R2_001.fastq.gz,S004-Na01-190709,S004,Na,1,190709,1,KHID27
LKMG001,LKMB002-1-28_S32,LKMG001-1-28,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-28_S32_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-28_S32_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-28_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-28_R2_001.fastq.gz,S004-Oc01-190709,S004,Oc,1,190709,1,KHID28
LKMG001,LKMB002-1-33_S37,LKMG001-1-33,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-33_S37_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-33_S37_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-33_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-33_R2_001.fastq.gz,S004-Tw01-190709,S004,Tw,1,190709,1,KHID33
LKMG001,LKMB002-1-32_S36,LKMG001-1-32,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-32_S36_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-32_S36_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-32_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-32_R2_001.fastq.gz,S004-Um01-190709,S004,Um,1,190709,1,KHID32
LKMG001,LKMB002-1-30_S34,LKMG001-1-30,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-30_S34_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-30_S34_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-30_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-30_R2_001.fastq.gz,S004-Vf01-190709,S004,Vf,1,190709,1,KHID30
LKMG001,LKMB002-1-39_S43,LKMG001-1-39,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-39_S43_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-39_S43_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-39_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-39_R2_001.fastq.gz,S005-Af01-190709,S005,Af,1,190709,1,KHID71
LKMG001,LKMB002-1-34_S38,LKMG001-1-34,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-34_S38_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-34_S38_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-34_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-34_R2_001.fastq.gz,S005-Al01-190709,S005,Al,1,190709,1,KHID66
LKMG001,LKMB002-1-37_S41,LKMG001-1-37,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-37_S41_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-37_S41_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-37_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-37_R2_001.fastq.gz,S005-Ba01-190709,S005,Ba,1,190709,1,KHID69
LKMG001,LKMB002-1-35_S39,LKMG001-1-35,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-35_S39_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-35_S39_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-35_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-35_R2_001.fastq.gz,S005-Na01-190709,S005,Na,1,190709,1,KHID67
LKMG001,LKMB002-1-36_S40,LKMG001-1-36,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-36_S40_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-36_S40_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-36_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-36_R2_001.fastq.gz,S005-Oc01-190709,S005,Oc,1,190709,1,KHID68
LKMG001,LKMB002-1-41_S45,LKMG001-1-41,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-41_S45_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-41_S45_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-41_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-41_R2_001.fastq.gz,S005-Tw01-190709,S005,Tw,1,190709,1,KHID73
LKMG001,LKMB002-1-40_S44,LKMG001-1-40,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-40_S44_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-40_S44_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-40_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-40_R2_001.fastq.gz,S005-Um01-190709,S005,Um,1,190709,1,KHID72
LKMG001,LKMB002-1-38_S42,LKMG001-1-38,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-38_S42_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-38_S42_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-38_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-38_R2_001.fastq.gz,S005-Vf01-190709,S005,Vf,1,190709,1,KHID70
LKMG001,LKMB002-1-55_S160,LKMG001-1-55,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-55_S160_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-55_S160_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-55_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-55_R2_001.fastq.gz,S006-Af01-190709,S006,Af,1,190709,1,KHID39
LKMG001,LKMB002-1-50_S54,LKMG001-1-50,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-50_S54_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-50_S54_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-50_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-50_R2_001.fastq.gz,S006-Al01-190709,S006,Al,1,190709,1,KHID34
LKMG001,LKMB002-1-53_S158,LKMG001-1-53,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-53_S158_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-53_S158_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-53_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-53_R2_001.fastq.gz,S006-Ba01-190709,S006,Ba,1,190709,1,KHID37
LKMG001,LKMB002-1-51_S156,LKMG001-1-51,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-51_S156_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-51_S156_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-51_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-51_R2_001.fastq.gz,S006-Na01-190709,S006,Na,1,190709,1,KHID35
LKMG001,LKMB002-1-52_S157,LKMG001-1-52,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-52_S157_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-52_S157_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-52_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-52_R2_001.fastq.gz,S006-Oc01-190709,S006,Oc,1,190709,1,KHID36
LKMG001,LKMB002-1-57_S56,LKMG001-1-57,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-57_S56_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-57_S56_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-57_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-57_R2_001.fastq.gz,S006-Tw01-190709,S006,Tw,1,190709,1,KHID41
LKMG001,LKMB002-1-56_S55,LKMG001-1-56,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-56_S55_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-56_S55_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-56_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-56_R2_001.fastq.gz,S006-Um01-190709,S006,Um,1,190709,1,KHID40
LKMG001,LKMB002-1-54_S159,LKMG001-1-54,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-54_S159_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-54_S159_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-54_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-54_R2_001.fastq.gz,S006-Vf01-190709,S006,Vf,1,190709,1,KHID38
LKMG001,LKMB002-1-47_S51,LKMG001-1-47,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-47_S51_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-47_S51_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-47_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-47_R2_001.fastq.gz,S007-Af01-190709,S007,Af,1,190709,1,KHID47
LKMG001,LKMB002-1-42_S46,LKMG001-1-42,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-42_S46_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-42_S46_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-42_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-42_R2_001.fastq.gz,S007-Al01-190709,S007,Al,1,190709,1,KHID42
LKMG001,LKMB002-1-45_S49,LKMG001-1-45,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-45_S49_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-45_S49_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-45_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-45_R2_001.fastq.gz,S007-Ba01-190709,S007,Ba,1,190709,1,KHID45
LKMG001,LKMB002-1-43_S47,LKMG001-1-43,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-43_S47_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-43_S47_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-43_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-43_R2_001.fastq.gz,S007-Na01-190709,S007,Na,1,190709,1,KHID43
LKMG001,LKMB002-1-44_S48,LKMG001-1-44,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-44_S48_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-44_S48_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-44_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-44_R2_001.fastq.gz,S007-Oc01-190709,S007,Oc,1,190709,1,KHID44
LKMG001,LKMB002-1-49_S53,LKMG001-1-49,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-49_S53_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-49_S53_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-49_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-49_R2_001.fastq.gz,S007-Tw01-190709,S007,Tw,1,190709,1,KHID49
LKMG001,LKMB002-1-48_S52,LKMG001-1-48,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-48_S52_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-48_S52_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-48_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-48_R2_001.fastq.gz,S007-Um01-190709,S007,Um,1,190709,1,KHID48
LKMG001,LKMB002-1-46_S50,LKMG001-1-46,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-46_S50_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-46_S50_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-46_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-46_R2_001.fastq.gz,S007-Vf01-190709,S007,Vf,1,190709,1,KHID46
LKMG001,LKMB002-1-66_S65,LKMG001-1-66,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-66_S65_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-66_S65_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-66_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-66_R2_001.fastq.gz,S008-Af01-190911,S008,Af,1,190911,1,KHID86
LKMG001,LKMB002-1-61_S60,LKMG001-1-61,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-61_S60_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-61_S60_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-61_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-61_R2_001.fastq.gz,S008-Al01-190911,S008,Al,1,190911,1,KHID81
LKMG001,LKMB002-1-64_S63,LKMG001-1-64,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-64_S63_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-64_S63_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-64_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-64_R2_001.fastq.gz,S008-Ba01-190911,S008,Ba,1,190911,1,KHID84
LKMG001,LKMB002-1-62_S61,LKMG001-1-62,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-62_S61_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-62_S61_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-62_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-62_R2_001.fastq.gz,S008-Na01-190911,S008,Na,1,190911,1,KHID82
LKMG001,LKMB002-1-63_S62,LKMG001-1-63,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-63_S62_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-63_S62_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-63_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-63_R2_001.fastq.gz,S008-Oc01-190911,S008,Oc,1,190911,1,KHID83
LKMG001,LKMB002-1-68_S67,LKMG001-1-68,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-68_S67_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-68_S67_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-68_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-68_R2_001.fastq.gz,S008-Tw01-190911,S008,Tw,1,190911,1,KHID88
LKMG001,LKMB002-1-67_S66,LKMG001-1-67,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-67_S66_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-67_S66_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-67_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-67_R2_001.fastq.gz,S008-Um01-190911,S008,Um,1,190911,1,KHID87
LKMG001,LKMB002-1-65_S64,LKMG001-1-65,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-65_S64_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-65_S64_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-65_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-65_R2_001.fastq.gz,S008-Vf01-190911,S008,Vf,1,190911,1,KHID85
LKMG001,LKMB002-1-90_S89,LKMG001-1-90,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-90_S89_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-90_S89_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-90_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-90_R2_001.fastq.gz,S009-Af01-190911,S009,Af,1,190911,1,KHID94
LKMG001,LKMB002-1-85_S84,LKMG001-1-85,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-85_S84_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-85_S84_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-85_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-85_R2_001.fastq.gz,S009-Al01-190911,S009,Al,1,190911,1,KHID89
LKMG001,LKMB002-1-88_S87,LKMG001-1-88,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-88_S87_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMB002-1-88_S87_R2_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-88_R1_001.fastq.gz,//researchdrive_files/Sequencing_Data/Metagenomic_Data/MG0001/Kalan_Project_004/LKMG001-1-88_R2_001.fastq.gz,S009-Ba01-190911,S009,Ba,1,190911,1,KHID92
