group	sample	bgc	gcf	dist
SMGC	SMGC_192	SMGC_192.c00821_NODE_15...region001.gbk	245271	677
SMGC	SMGC_192	SMGC_192.c00770_NODE_13...region001.gbk	244878	712
SMGC	SMGC_192	SMGC_192.c00675_NODE_12...region001.gbk	244878	734
SMGC	SMGC_192	SMGC_192.c00559_NODE_10...region001.gbk	244878	749
SMGC	SMGC_192	SMGC_192.c00441_NODE_82...region001.gbk	244878	440
SMGC	SMGC_192	SMGC_192.c00425_NODE_78...region001.gbk	244878	956
SMGC	SMGC_192	SMGC_192.c00361_NODE_66...region001.gbk	244878	464
SMGC	SMGC_585	SMGC_585.c00029_NODE_34...region001.gbk	244878	827
SMGC	SMGC_585	SMGC_585.c00005_NODE_30...region001.gbk	246216	1111
SMGC	SMGC_585	SMGC_585.c00002_NODE_4_...region001.gbk	244878	725
SMGC	SMGC_340	SMGC_340.c00003_NODE_3_...region001.gbk	244884	849
EPIC	LK1382	LK1382_7.region001.gbk	247890	981
EPIC	LK1382	LK1382_15.region001.gbk	244878	961
EPIC	LK1382	LK1382_13.region001.gbk	246695	843
EPIC	LK1382	LK1382_2.region001.gbk	244878	787
EPIC	LK1382	LK1382_4.region001.gbk	246216	1425
EPIC	LK1382	LK1382_6.region001.gbk	245560	1522
SMGC	SMGC_187	SMGC_187.c00014_NODE_15...region001.gbk	244878	604
SMGC	SMGC_187	SMGC_187.c00083_NODE_85...region001.gbk	244878	788
SMGC	SMGC_187	SMGC_187.c00002_NODE_3_...region001.gbk	244878	1220
SMGC	SMGC_187	SMGC_187.c00023_NODE_24...region001.gbk	246216	1191
SMGC	SMGC_377	SMGC_377.c00015_NODE_12...region001.gbk	246515	1034
SMGC	SMGC_483	SMGC_483.c00195_NODE_21...region001.gbk	244878	506
SMGC	SMGC_483	SMGC_483.c00184_NODE_19...region001.gbk	244878	534
SMGC	SMGC_483	SMGC_483.c00096_NODE_10...region001.gbk	244878	563
SMGC	SMGC_483	SMGC_483.c00015_NODE_24...region001.gbk	244878	543
SMGC	SMGC_483	SMGC_483.c00007_NODE_18...region001.gbk	244878	506
SMGC	SMGC_483	SMGC_483.c00001_NODE_95...region001.gbk	244878	476
SMGC	SMGC_483	SMGC_483.c00017_NODE_25...region001.gbk	244878	874
EPIC	LK557	LK557_1.region001.gbk	244878	1664
SMGC	SMGC_445	SMGC_445.c00101_NODE_47...region001.gbk	244878	697
SMGC	SMGC_445	SMGC_445.c00058_NODE_32...region001.gbk	244878	720
SMGC	SMGC_477	SMGC_477.c00041_NODE_51...region001.gbk	246216	868
SMGC	SMGC_97	SMGC_97.c00001_NODE_1_...region001.gbk	244878	891
SMGC	SMGC_97	SMGC_97.c00002_NODE_2_...region001.gbk	246216	1101
SMGC	SMGC_97	SMGC_97.c00001_NODE_1_...region002.gbk	245560	1085
SMGC	SMGC_97	SMGC_97.c00034_NODE_34...region001.gbk	246723	915
SMGC	SMGC_436	SMGC_436.c00076_NODE_14...region001.gbk	244878	322
SMGC	SMGC_436	SMGC_436.c00053_NODE_11...region001.gbk	246515	576
SMGC	SMGC_33	SMGC_33.c00015_NODE_67...region001.gbk	244878	1611
SMGC	SMGC_505	SMGC_505.c00019_NODE_10...region001.gbk	246805	1118
SMGC	SMGC_520	SMGC_520.c00131_NODE_24...region001.gbk	244878	1161
SMGC	SMGC_520	SMGC_520.c00085_NODE_15...region001.gbk	246515	787
SMGC	SMGC_520	SMGC_520.c00002_NODE_62...region001.gbk	246216	908
SMGC	SMGC_520	SMGC_520.c00014_NODE_36...region001.gbk	244878	701
SMGC	SMGC_520	SMGC_520.c00083_NODE_15...region001.gbk	244878	745
SMGC	SMGC_520	SMGC_520.c00001_NODE_33...region001.gbk	246221	768
SMGC	SMGC_520	SMGC_520.c00004_NODE_90...region001.gbk	244878	899
SMGC	SMGC_544	SMGC_544.c00408_NODE_12...region001.gbk	244878	507
SMGC	SMGC_544	SMGC_544.c00379_NODE_10...region001.gbk	245086	795
SMGC	SMGC_544	SMGC_544.c00367_NODE_90...region001.gbk	244878	585
SMGC	SMGC_544	SMGC_544.c00333_NODE_63...region001.gbk	246216	830
SMGC	SMGC_544	SMGC_544.c00294_NODE_51...region001.gbk	244878	658
SMGC	SMGC_544	SMGC_544.c00212_NODE_34...region001.gbk	244878	556
SMGC	SMGC_544	SMGC_544.c00129_NODE_22...region001.gbk	244878	1014
SMGC	SMGC_544	SMGC_544.c00045_NODE_11...region001.gbk	244878	1099
SMGC	SMGC_544	SMGC_544.c00031_NODE_10...region001.gbk	244893	1021
SMGC	SMGC_589	SMGC_589.c00045_NODE_41...region001.gbk	244878	479
SMGC	SMGC_589	SMGC_589.c00138_NODE_37...region001.gbk	245560	766
SMGC	SMGC_589	SMGC_589.c00058_NODE_59...region001.gbk	245671	868
SMGC	SMGC_589	SMGC_589.c00124_NODE_29...region001.gbk	246125	662
SMGC	SMGC_589	SMGC_589.c00119_NODE_24...region001.gbk	247890	1246
SMGC	SMGC_589	SMGC_589.c00051_NODE_50...region001.gbk	244878	1361
SMGC	SMGC_589	SMGC_589.c00026_NODE_21...region001.gbk	245948	1104
SMGC	SMGC_589	SMGC_589.c00074_NODE_79...region001.gbk	244926	1186
SMGC	SMGC_589	SMGC_589.c00066_NODE_71...region001.gbk	246125	504
SMGC	SMGC_332	SMGC_332.c01839_NODE_21...region001.gbk	244878	415
SMGC	SMGC_332	SMGC_332.c01355_NODE_15...region001.gbk	245560	503
SMGC	SMGC_332	SMGC_332.c01223_NODE_14...region001.gbk	244878	589
SMGC	SMGC_332	SMGC_332.c00824_NODE_99...region001.gbk	249011	1005
EPIC	LK441	LK441_60.region001.gbk	244878	928
EPIC	LK441	LK441_7.region001.gbk	247890	981
EPIC	LK441	LK441_22.region001.gbk	246216	1045
EPIC	LK441	LK441_6.region001.gbk	246695	989
EPIC	LK441	LK441_3.region001.gbk	244878	981
EPIC	LK441	LK441_40.region001.gbk	245560	1435
SMGC	SMGC_43	SMGC_43.c00099_NODE_46...region001.gbk	244878	812
SMGC	SMGC_43	SMGC_43.c00058_NODE_22...region001.gbk	245656	951
SMGC	SMGC_43	SMGC_43.c00003_NODE_38...region001.gbk	246216	1244
SMGC	SMGC_614	SMGC_614.c00111_NODE_56...region001.gbk	245656	890
SMGC	SMGC_614	SMGC_614.c00076_NODE_42...region001.gbk	245560	623
SMGC	SMGC_614	SMGC_614.c00006_NODE_96...region001.gbk	246216	1025
SMGC	SMGC_599	SMGC_599.c00148_NODE_50...region001.gbk	244878	1010
SMGC	SMGC_599	SMGC_599.c00057_NODE_17...region001.gbk	245560	1103
SMGC	SMGC_390	SMGC_390.c00151_NODE_29...region001.gbk	244878	641
SMGC	SMGC_390	SMGC_390.c00100_NODE_16...region001.gbk	244878	568
SMGC	SMGC_390	SMGC_390.c00087_NODE_13...region001.gbk	244878	505
SMGC	SMGC_390	SMGC_390.c00112_NODE_19...region001.gbk	244878	613
SMGC	SMGC_390	SMGC_390.c00027_NODE_46...region001.gbk	244878	1167
SMGC	SMGC_390	SMGC_390.c00090_NODE_14...region001.gbk	245064	1027
SMGC	SMGC_390	SMGC_390.c00020_NODE_36...region001.gbk	246219	1248
EPIC	LK705	LK705_24.region001.gbk	247890	981
EPIC	LK705	LK705_5.region001.gbk	244878	961
EPIC	LK705	LK705_20.region001.gbk	245373	1001
EPIC	LK705	LK705_6.region001.gbk	246695	956
EPIC	LK705	LK705_2.region001.gbk	244878	970
EPIC	LK705	LK705_3.region001.gbk	246216	1445
EPIC	LK705	LK705_27.region001.gbk	245560	1500
SMGC	SMGC_270	SMGC_270.c00019_NODE_48...region001.gbk	244878	1041
SMGC	SMGC_270	SMGC_270.c00041_NODE_99...region001.gbk	246216	842
SMGC	SMGC_270	SMGC_270.c00011_NODE_32...region001.gbk	245560	1008
SMGC	SMGC_270	SMGC_270.c00003_NODE_10...region001.gbk	245027	1074
EPIC	LK1207	LK1207_13.region001.gbk	247890	981
EPIC	LK1207	LK1207_17.region001.gbk	244878	961
EPIC	LK1207	LK1207_52.region001.gbk	244878	323
EPIC	LK1207	LK1207_75.region001.gbk	246695	803
EPIC	LK1207	LK1207_65.region001.gbk	246216	1152
EPIC	LK1207	LK1207_59.region001.gbk	245560	1195
SMGC	SMGC_105	SMGC_105.c00016_NODE_15...region001.gbk	244878	493
SMGC	SMGC_105	SMGC_105.c00032_NODE_56...region001.gbk	244878	996
SMGC	SMGC_277	SMGC_277.c00237_NODE_30...region001.gbk	244878	815
SMGC	SMGC_277	SMGC_277.c00098_NODE_14...region001.gbk	244878	792
SMGC	SMGC_277	SMGC_277.c00022_NODE_53...region001.gbk	245656	918
SMGC	SMGC_277	SMGC_277.c00011_NODE_42...region001.gbk	246216	804
SMGC	SMGC_68	SMGC_68.c00017_NODE_17...region001.gbk	244878	1081
SMGC	SMGC_68	SMGC_68.c00030_NODE_30...region001.gbk	246216	1239
SMGC	SMGC_68	SMGC_68.c00034_NODE_34...region001.gbk	246933	1176
SMGC	SMGC_68	SMGC_68.c00007_NODE_7_...region001.gbk	245064	1412
EPIC	LK1393	LK1393_22.region001.gbk	247890	981
EPIC	LK1393	LK1393_15.region001.gbk	244878	962
EPIC	LK1393	LK1393_53.region001.gbk	246695	880
EPIC	LK1393	LK1393_2.region001.gbk	246216	1427
EPIC	LK1393	LK1393_29.region001.gbk	245560	1486
SMGC	SMGC_338	SMGC_338.c00007_NODE_23...region001.gbk	246216	1441
SMGC	SMGC_338	SMGC_338.c00009_NODE_36...region001.gbk	245560	1203
SMGC	SMGC_338	SMGC_338.c00005_NODE_15...region001.gbk	244878	1631
SMGC	SMGC_78	SMGC_78.c00006_NODE_6_...region001.gbk	244878	509
SMGC	SMGC_78	SMGC_78.c00021_NODE_21...region001.gbk	244878	1202
SMGC	SMGC_78	SMGC_78.c00003_NODE_3_...region001.gbk	246216	1067
SMGC	SMGC_78	SMGC_78.c00013_NODE_13...region001.gbk	245560	1169
SMGC	SMGC_78	SMGC_78.c00011_NODE_11...region001.gbk	245027	978
SMGC	SMGC_49	SMGC_49.c00079_NODE_35...region001.gbk	244878	695
SMGC	SMGC_138	SMGC_138.c00005_NODE_25...region001.gbk	246515	865
EPIC	LK1350	LK1350_43.region001.gbk	244878	927
EPIC	LK1350	LK1350_39.region001.gbk	246216	1186
SMGC	SMGC_545	SMGC_545.c00025_NODE_45...region001.gbk	244878	757
SMGC	SMGC_545	SMGC_545.c00003_NODE_55...region001.gbk	246216	1443
SMGC	SMGC_545	SMGC_545.c00007_NODE_14...region001.gbk	245560	934
EPIC	LK1362	LK1362_4.region001.gbk	244878	1012
EPIC	LK1362	LK1362_1.region001.gbk	246216	1256
EPIC	LK1362	LK1362_5.region001.gbk	245560	1263
EPIC	LK1362	LK1362_7.region001.gbk	245027	1162
EPIC	LK1116	LK1116_9.region001.gbk	244878	839
EPIC	LK1116	LK1116_8.region001.gbk	244878	695
EPIC	LK1116	LK1116_5.region001.gbk	246216	1584
EPIC	LK1116	LK1116_7.region001.gbk	245815	241
EPIC	LK1279	LK1279_49.region001.gbk	244878	804
EPIC	LK1279	LK1279_26.region001.gbk	245560	1038
EPIC	LK1279	LK1279_22.region001.gbk	246695	982
SMGC	SMGC_512	SMGC_512.c00054_NODE_16...region001.gbk	244878	936
SMGC	SMGC_512	SMGC_512.c00032_NODE_13...region001.gbk	246221	1010
SMGC	SMGC_512	SMGC_512.c00007_NODE_67...region001.gbk	246216	974
SMGC	SMGC_512	SMGC_512.c00001_NODE_18...region001.gbk	246697	1367
SMGC	SMGC_461	SMGC_461.c00756_NODE_13...region001.gbk	245560	499
SMGC	SMGC_461	SMGC_461.c00445_NODE_67...region001.gbk	244878	814
SMGC	SMGC_461	SMGC_461.c00405_NODE_60...region001.gbk	246216	752
SMGC	SMGC_461	SMGC_461.c00395_NODE_58...region001.gbk	245560	515
SMGC	SMGC_461	SMGC_461.c00294_NODE_43...region001.gbk	244878	757
SMGC	SMGC_570	SMGC_570.c00849_NODE_86...region001.gbk	245560	484
SMGC	SMGC_570	SMGC_570.c00704_NODE_67...region001.gbk	244878	593
SMGC	SMGC_570	SMGC_570.c00661_NODE_63...region001.gbk	245560	511
SMGC	SMGC_570	SMGC_570.c00616_NODE_59...region001.gbk	244878	593
SMGC	SMGC_570	SMGC_570.c00613_NODE_58...region001.gbk	244878	598
SMGC	SMGC_570	SMGC_570.c00606_NODE_58...region001.gbk	245560	497
SMGC	SMGC_570	SMGC_570.c00603_NODE_58...region001.gbk	244878	593
SMGC	SMGC_570	SMGC_570.c00591_NODE_56...region001.gbk	245560	517
SMGC	SMGC_570	SMGC_570.c00582_NODE_55...region001.gbk	244878	593
SMGC	SMGC_570	SMGC_570.c00580_NODE_55...region001.gbk	245560	668
SMGC	SMGC_570	SMGC_570.c00565_NODE_54...region001.gbk	244878	587
SMGC	SMGC_570	SMGC_570.c00551_NODE_52...region001.gbk	245560	594
SMGC	SMGC_570	SMGC_570.c00518_NODE_50...region001.gbk	245560	580
SMGC	SMGC_570	SMGC_570.c00512_NODE_49...region001.gbk	245560	566
SMGC	SMGC_570	SMGC_570.c00454_NODE_44...region001.gbk	245560	590
SMGC	SMGC_570	SMGC_570.c00447_NODE_43...region001.gbk	245560	490
SMGC	SMGC_570	SMGC_570.c00399_NODE_39...region001.gbk	245560	605
SMGC	SMGC_570	SMGC_570.c00363_NODE_36...region001.gbk	244878	593
SMGC	SMGC_570	SMGC_570.c00351_NODE_35...region001.gbk	245560	599
SMGC	SMGC_570	SMGC_570.c00315_NODE_33...region001.gbk	246125	625
SMGC	SMGC_570	SMGC_570.c00233_NODE_25...region001.gbk	245560	527
SMGC	SMGC_570	SMGC_570.c00231_NODE_25...region001.gbk	245560	501
SMGC	SMGC_570	SMGC_570.c00193_NODE_22...region001.gbk	245560	489
SMGC	SMGC_570	SMGC_570.c00162_NODE_19...region001.gbk	245560	516
SMGC	SMGC_570	SMGC_570.c00152_NODE_18...region001.gbk	245560	554
SMGC	SMGC_570	SMGC_570.c00136_NODE_17...region001.gbk	245560	591
SMGC	SMGC_570	SMGC_570.c00131_NODE_17...region001.gbk	245560	516
SMGC	SMGC_570	SMGC_570.c00104_NODE_14...region001.gbk	245560	557
SMGC	SMGC_570	SMGC_570.c00101_NODE_14...region001.gbk	246125	596
SMGC	SMGC_570	SMGC_570.c00081_NODE_12...region001.gbk	245560	749
SMGC	SMGC_570	SMGC_570.c00073_NODE_11...region001.gbk	245560	629
SMGC	SMGC_570	SMGC_570.c00056_NODE_94...region001.gbk	244878	692
SMGC	SMGC_570	SMGC_570.c00036_NODE_72...region001.gbk	245560	915
SMGC	SMGC_570	SMGC_570.c00008_NODE_34...region001.gbk	244878	1231
SMGC	SMGC_570	SMGC_570.c00005_NODE_31...region001.gbk	245560	1239
SMGC	SMGC_570	SMGC_570.c00003_NODE_24...region001.gbk	245936	1472
SMGC	SMGC_570	SMGC_570.c00001_NODE_14...region001.gbk	245024	1086
SMGC	SMGC_243	SMGC_243.c00044_NODE_44...region001.gbk	244878	758
SMGC	SMGC_243	SMGC_243.c00006_NODE_6_...region001.gbk	244878	812
SMGC	SMGC_243	SMGC_243.c00021_NODE_21...region001.gbk	244878	842
SMGC	SMGC_243	SMGC_243.c00004_NODE_4_...region001.gbk	246216	1475
SMGC	SMGC_531	SMGC_531.c00106_NODE_48...region001.gbk	245648	860
SMGC	SMGC_531	SMGC_531.c00064_NODE_16...region001.gbk	246216	971
SMGC	SMGC_531	SMGC_531.c00021_NODE_29...region001.gbk	245560	884
SMGC	SMGC_606	SMGC_606.c00001_NODE_2_...region001.gbk	244878	890
SMGC	SMGC_560	SMGC_560.c00421_NODE_43...region001.gbk	244878	453
SMGC	SMGC_560	SMGC_560.c00076_NODE_38...region001.gbk	244878	629
SMGC	SMGC_560	SMGC_560.c00056_NODE_30...region001.gbk	245666	800
SMGC	SMGC_560	SMGC_560.c00029_NODE_20...region001.gbk	246216	1162
SMGC	SMGC_56	SMGC_56.c00012_NODE_75...region001.gbk	246216	832
SMGC	SMGC_56	SMGC_56.c00001_NODE_5_...region001.gbk	245560	1062
SMGC	SMGC_56	SMGC_56.c00001_NODE_5_...region002.gbk	245027	808
SMGC	SMGC_611	SMGC_611.c00299_NODE_15...region001.gbk	244878	711
SMGC	SMGC_611	SMGC_611.c00155_NODE_72...region001.gbk	244878	913
EPIC	LK1278	LK1278_127.region001.gbk	244878	912
EPIC	LK1278	LK1278_6.region001.gbk	244878	668
EPIC	LK1278	LK1278_12.region001.gbk	244878	1006
EPIC	LK1278	LK1278_25.region001.gbk	246216	1610
EPIC	LK1278	LK1278_4.region001.gbk	244878	933
EPIC	LK1278	LK1278_36.region001.gbk	245560	1228
EPIC	LK1278	LK1278_29.region001.gbk	245024	951
EPIC	LK1278	LK1278_16.region001.gbk	244878	1380
SMGC	SMGC_202	SMGC_202.c00013_NODE_47...region001.gbk	246515	1040
EPIC	LK951	LK951_106.region001.gbk	244878	1060
EPIC	LK951	LK951_9.region001.gbk	244878	1212
EPIC	LK951	LK951_87.region001.gbk	244878	1052
EPIC	LK951	LK951_92.region001.gbk	244878	735
EPIC	LK951	LK951_14.region001.gbk	246216	1605
EPIC	LK951	LK951_32.region001.gbk	246805	1280
EPIC	LK951	LK951_34.region001.gbk	244878	1129
EPIC	LK951	LK951_11.region001.gbk	245024	1028
SMGC	SMGC_24	SMGC_24.c00003_NODE_4_...region001.gbk	246695	1099
SMGC	SMGC_24	SMGC_24.c00008_NODE_9_...region001.gbk	245676	1906
SMGC	SMGC_36	SMGC_36.c00018_NODE_11...region001.gbk	245560	989
EPIC	LK430	LK430_14.region001.gbk	247890	981
EPIC	LK430	LK430_17.region001.gbk	244878	961
EPIC	LK430	LK430_52.region001.gbk	246216	1044
EPIC	LK430	LK430_55.region001.gbk	246695	880
EPIC	LK430	LK430_33.region001.gbk	245560	1500
SMGC	SMGC_4	SMGC_4.c00063_NODE_67...region001.gbk	244878	199
SMGC	SMGC_4	SMGC_4.c00018_NODE_32...region001.gbk	246515	1034
EPIC	LK1289	LK1289_29.region001.gbk	245671	1098
EPIC	LK1289	LK1289_4.region002.gbk	246216	931
EPIC	LK1289	LK1289_14.region001.gbk	245024	872
EPIC	LK1289	LK1289_4.region001.gbk	245560	1224
SMGC	SMGC_30	SMGC_30.c00018_NODE_20...region001.gbk	246515	1313
SMGC	SMGC_497	SMGC_497.c00065_NODE_13...region001.gbk	244878	493
SMGC	SMGC_497	SMGC_497.c00066_NODE_13...region001.gbk	244926	1156
SMGC	SMGC_233	SMGC_233.c00042_NODE_42...region001.gbk	246216	973
SMGC	SMGC_233	SMGC_233.c00028_NODE_28...region001.gbk	244878	1002
SMGC	SMGC_233	SMGC_233.c00021_NODE_21...region001.gbk	246216	1808
SMGC	SMGC_233	SMGC_233.c00063_NODE_63...region001.gbk	244878	1157
SMGC	SMGC_233	SMGC_233.c00020_NODE_20...region001.gbk	246219	1330
SMGC	SMGC_233	SMGC_233.c00001_NODE_1_...region001.gbk	247672	1389
SMGC	SMGC_233	SMGC_233.c00050_NODE_50...region001.gbk	244878	1540
SMGC	SMGC_233	SMGC_233.c00029_NODE_29...region001.gbk	246697	1473
SMGC	SMGC_233	SMGC_233.c00004_NODE_4_...region001.gbk	247338	1530
SMGC	SMGC_302	SMGC_302.c00230_NODE_13...region001.gbk	246216	758
SMGC	SMGC_302	SMGC_302.c00152_NODE_88...region001.gbk	245560	497
SMGC	SMGC_302	SMGC_302.c00072_NODE_40...region001.gbk	244878	1467
SMGC	SMGC_302	SMGC_302.c00017_NODE_87...region001.gbk	244878	1412
SMGC	SMGC_226	SMGC_226.c00002_NODE_2_...region001.gbk	244878	571
SMGC	SMGC_226	SMGC_226.c00002_NODE_2_...region002.gbk	245671	1413
SMGC	SMGC_358	SMGC_358.c00107_NODE_83...region001.gbk	244878	612
SMGC	SMGC_358	SMGC_358.c00131_NODE_91...region001.gbk	244878	716
SMGC	SMGC_358	SMGC_358.c00135_NODE_93...region001.gbk	247672	1054
SMGC	SMGC_358	SMGC_358.c00048_NODE_52...region001.gbk	244878	1133
EPIC	LK1098	LK1098_4.region001.gbk	244878	812
EPIC	LK1098	LK1098_4.region002.gbk	244878	1248
EPIC	LK1098	LK1098_1.region001.gbk	244878	968
SMGC	SMGC_300	SMGC_300.c00093_NODE_74...region001.gbk	245560	707
EPIC	LK1055	LK1055_2.region001.gbk	244878	916
EPIC	LK1055	LK1055_31.region001.gbk	244878	892
EPIC	LK1055	LK1055_9.region001.gbk	246216	1101
EPIC	LK1055	LK1055_10.region001.gbk	245560	1319
EPIC	LK1055	LK1055_14.region001.gbk	246723	859
EPIC	LK1022	LK1022_13.region001.gbk	247890	981
EPIC	LK1022	LK1022_16.region001.gbk	244878	961
EPIC	LK1022	LK1022_60.region001.gbk	245560	1227
EPIC	LK1022	LK1022_8.region001.gbk	246695	979
EPIC	LK1022	LK1022_1.region001.gbk	244878	746
EPIC	LK1022	LK1022_23.region001.gbk	244878	1479
SMGC	SMGC_29	SMGC_29.c00006_NODE_35...region001.gbk	246515	973
SMGC	SMGC_519	SMGC_519.c00424_NODE_11...region001.gbk	244878	439
SMGC	SMGC_519	SMGC_519.c00078_NODE_16...region001.gbk	244878	1172
SMGC	SMGC_519	SMGC_519.c00156_NODE_26...region001.gbk	244878	815
SMGC	SMGC_519	SMGC_519.c00026_NODE_89...region001.gbk	244878	508
SMGC	SMGC_519	SMGC_519.c00019_NODE_77...region001.gbk	245064	1344
SMGC	SMGC_261	SMGC_261.c00030_NODE_15...region001.gbk	244878	825
SMGC	SMGC_261	SMGC_261.c00023_NODE_94...region001.gbk	245560	1304
SMGC	SMGC_493	SMGC_493.c00046_NODE_13...region001.gbk	246515	590
SMGC	SMGC_493	SMGC_493.c00031_NODE_62...region001.gbk	244878	1015
SMGC	SMGC_493	SMGC_493.c00038_NODE_91...region001.gbk	244878	633
SMGC	SMGC_317	SMGC_317.c00391_NODE_26...region001.gbk	245560	506
SMGC	SMGC_317	SMGC_317.c00162_NODE_10...region001.gbk	244878	959
SMGC	SMGC_317	SMGC_317.c00026_NODE_26...region001.gbk	244878	873
SMGC	SMGC_317	SMGC_317.c00088_NODE_60...region001.gbk	245560	1031
SMGC	SMGC_317	SMGC_317.c00069_NODE_50...region001.gbk	245560	788
SMGC	SMGC_317	SMGC_317.c00062_NODE_46...region001.gbk	246697	665
SMGC	SMGC_317	SMGC_317.c00054_NODE_39...region001.gbk	246125	873
SMGC	SMGC_317	SMGC_317.c00048_NODE_37...region001.gbk	247890	1149
SMGC	SMGC_317	SMGC_317.c00013_NODE_18...region001.gbk	246695	870
SMGC	SMGC_317	SMGC_317.c00002_NODE_10...region001.gbk	244878	1216
EPIC	LK1137	LK1137_29.region001.gbk	244878	569
EPIC	LK1137	LK1137_13.region001.gbk	244878	859
EPIC	LK1137	LK1137_9.region001.gbk	244878	801
EPIC	LK1137	LK1137_20.region001.gbk	246216	1606
EPIC	LK1137	LK1137_10.region001.gbk	245815	352
SMGC	SMGC_488	SMGC_488.c00031_NODE_99...region001.gbk	246216	1536
SMGC	SMGC_488	SMGC_488.c00040_NODE_13...region001.gbk	244878	1010
SMGC	SMGC_488	SMGC_488.c00008_NODE_25...region001.gbk	246695	1008
SMGC	SMGC_488	SMGC_488.c00012_NODE_31...region001.gbk	245560	1206
SMGC	SMGC_382	SMGC_382.c00066_NODE_14...region001.gbk	246515	607
SMGC	SMGC_490	SMGC_490.c00073_NODE_10...region001.gbk	244878	585
SMGC	SMGC_490	SMGC_490.c00031_NODE_40...region001.gbk	245560	828
SMGC	SMGC_490	SMGC_490.c00021_NODE_32...region001.gbk	245364	1265
SMGC	SMGC_506	SMGC_506.c00002_NODE_18...region001.gbk	244878	982
SMGC	SMGC_506	SMGC_506.c00002_NODE_18...region002.gbk	244878	1134
SMGC	SMGC_506	SMGC_506.c00028_NODE_32...region001.gbk	247176	624
SMGC	SMGC_506	SMGC_506.c00011_NODE_75...region001.gbk	245782	470
SMGC	SMGC_552	SMGC_552.c00098_NODE_44...region001.gbk	244878	644
EPIC	LK716	LK716_2.region001.gbk	244878	449
EPIC	LK716	LK716_3.region001.gbk	244878	1205
EPIC	LK716	LK716_5.region001.gbk	246221	983
EPIC	LK716	LK716_4.region001.gbk	247672	1096
EPIC	LK716	LK716_15.region001.gbk	245560	1381
EPIC	LK716	LK716_7.region001.gbk	245666	1466
SMGC	SMGC_426	SMGC_426.c00080_NODE_49...region001.gbk	244878	1061
SMGC	SMGC_426	SMGC_426.c00050_NODE_29...region001.gbk	244878	812
SMGC	SMGC_426	SMGC_426.c00003_NODE_41...region001.gbk	244878	1293
SMGC	SMGC_516	SMGC_516.c00007_NODE_62...region001.gbk	245560	1011
SMGC	SMGC_516	SMGC_516.c00002_NODE_40...region001.gbk	245560	650
SMGC	SMGC_213	SMGC_213.c00054_NODE_17...region001.gbk	244878	731
SMGC	SMGC_213	SMGC_213.c00001_NODE_4_...region001.gbk	244878	798
SMGC	SMGC_213	SMGC_213.c00040_NODE_11...region001.gbk	245560	956
SMGC	SMGC_213	SMGC_213.c00037_NODE_10...region001.gbk	245656	1058
SMGC	SMGC_213	SMGC_213.c00022_NODE_59...region001.gbk	245560	1008
SMGC	SMGC_612	SMGC_612.c00211_NODE_11...region001.gbk	246216	721
SMGC	SMGC_612	SMGC_612.c00187_NODE_79...region001.gbk	244878	514
SMGC	SMGC_612	SMGC_612.c00160_NODE_53...region001.gbk	244878	481
SMGC	SMGC_612	SMGC_612.c00108_NODE_24...region001.gbk	244878	926
SMGC	SMGC_612	SMGC_612.c00098_NODE_21...region001.gbk	244878	568
SMGC	SMGC_612	SMGC_612.c00022_NODE_55...region001.gbk	244878	793
SMGC	SMGC_612	SMGC_612.c00032_NODE_64...region001.gbk	244878	944
SMGC	SMGC_612	SMGC_612.c00040_NODE_73...region001.gbk	245560	912
SMGC	SMGC_428	SMGC_428.c00003_NODE_10...region001.gbk	244878	1139
SMGC	SMGC_386	SMGC_386.c00015_NODE_58...region001.gbk	247338	1120
SMGC	SMGC_459	SMGC_459.c00265_NODE_11...region001.gbk	244878	567
SMGC	SMGC_459	SMGC_459.c00147_NODE_59...region001.gbk	245560	552
EPIC	LK617	LK617_2.region001.gbk	244878	998
EPIC	LK617	LK617_1.region001.gbk	244878	1274
SMGC	SMGC_289	SMGC_289.c00055_NODE_11...region001.gbk	244878	981
SMGC	SMGC_289	SMGC_289.c00001_NODE_1_...region001.gbk	244878	1149
SMGC	SMGC_289	SMGC_289.c00013_NODE_17...region001.gbk	244878	1658
SMGC	SMGC_289	SMGC_289.c00001_NODE_1_...region003.gbk	244878	990
SMGC	SMGC_289	SMGC_289.c00018_NODE_27...region001.gbk	244878	1446
SMGC	SMGC_289	SMGC_289.c00010_NODE_14...region001.gbk	244926	1037
SMGC	SMGC_289	SMGC_289.c00002_NODE_2_...region001.gbk	245560	1632
SMGC	SMGC_289	SMGC_289.c00001_NODE_1_...region002.gbk	245286	1735
SMGC	SMGC_414	SMGC_414.c01180_NODE_90...region001.gbk	244878	453
SMGC	SMGC_414	SMGC_414.c00996_NODE_73...region001.gbk	246216	749
SMGC	SMGC_414	SMGC_414.c00091_NODE_14...region001.gbk	245666	769
SMGC	SMGC_414	SMGC_414.c00088_NODE_14...region001.gbk	244878	406
SMGC	SMGC_558	SMGC_558.c00428_NODE_31...region001.gbk	244878	607
SMGC	SMGC_558	SMGC_558.c00054_NODE_73...region001.gbk	244878	442
SMGC	SMGC_558	SMGC_558.c00048_NODE_70...region001.gbk	244878	1194
SMGC	SMGC_558	SMGC_558.c00001_NODE_13...region001.gbk	244878	701
SMGC	SMGC_42	SMGC_42.c00017_NODE_20...region001.gbk	245671	1494
